feature,importance_gain,importance_split
pre14_market_cost_est,2530.4270629882812,4
pre14_vwap,2295.0653896331787,5
ihsg_prev_close,1372.0434913635254,7
pre14_tick_pct,1120.7429809570312,2
pre14_range_pct,885.0709838867188,3
pre14_orb_position,632.2415084838867,3
pre14_close_vs_orb_mid,562.8779516220093,5
usdidr_prev_close,538.7568092346191,5
usdidr_5d_return,450.0198860168457,6
ihsg_close_ma20_ratio,442.3766436576843,6
gap_up2_freq_20d,381.0832977294922,7
pre14_close_vs_orb_low,360.5857048034668,5
vix_prev_close,342.31201171875,1
pre14_close_vs_open9,273.81949615478516,2
pre14_pm_close_near_high,255.9423942565918,3
nikkei_prev_return,252.2324981689453,2
pre14_orb_breakout_strength,237.343994140625,1
nasdaq_prev_return,234.1859006881714,7
pre14_orb_range_pct,211.45999145507812,2
overnight_positive_rate5,189.131103515625,3
ihsg_ma_200,188.30189514160156,2
pre14_pm_high_close_spread,187.04949951171875,2
pre14_spread_cost_est,172.927001953125,1
pre14_pm_volume,119.94948816299438,2
pre14_pm_high_vs_close11,111.37103176116943,3
overnight_positive_rate20,81.20439720153809,2
pre14_am_turnover,80.8488998413086,2
pre14_am_volume_to_dailyvol_10d,72.82569885253906,1
overnight_positive_rate60,71.13919925689697,3
localfund_netbuy_std20,68.69309997558594,1
tfl_churn_ratio_ma_5_sum,65.74259757995605,2
yf_daily_range_ma_5_mean,63.49729919433594,1
gap_up2_followthrough_freq_20d,62.73619842529297,2
overnight_ret_ma20,61.57909965515137,2
pre14_volume_until14_ratio_20d,53.71289825439453,1
gap_down2_freq_60d,52.06630897521973,3
yf_daily_close_ma_5_mean,47.55970001220703,2
localfund_broker_count,45.02989959716797,1
pre14_until14_volume_to_dailyvol_10d,44.83119869232178,3
pre14_orb_body_pct,43.82750129699707,2
overnight_p10_5d,43.2510986328125,1
pre14_close_to_vwap,42.96630096435547,2
pre14_vol_above_vwap_pct,41.97200012207031,1
flow_buy_freq_sum,40.688899993896484,1
pre14_volume_until14,38.16969966888428,2
yf_daily_volume_ma_20_mean,37.96390151977539,1
pre14_turnover_until14_ratio_20d,36.584598541259766,1
pre14_pm_am_volume_rate_ratio,35.59320068359375,1
pre14_pm_low_vs_close11,35.413700103759766,1
pre14_close_orb_high_hold,34.566898345947266,1
gapdown_freq_60d,34.074830293655396,3
yf_daily_ret_cc_mean,32.36600112915039,1
usdidr_prev_return,30.996299743652344,1
pre14_until14_volume_to_dailyvol_5d,30.296990394592285,2
ctx_broker_market_share_mean,27.982131004333496,2
tfl_churn_ratio_ma_20_sum,26.848100185394287,2
localfund_buyer_broker_count,26.61720085144043,1
yf_daily_range_ma_20_mean,26.440399169921875,1
yf_daily_range_pct_mean,26.378799438476562,1
sq_flow_churn_ratio,26.04439926147461,1
gap_up2_freq_60d,25.79520034790039,1
