date,positions,gross_return,net_return,exposure,g_used,l_used
2025-11-13,3,0.06457632546183187,0.06057632546183186,1.0,0.03,0.03
2025-11-14,3,0.0359697355857788,0.0319697355857788,1.0,0.03,0.03
2025-11-17,3,0.07498165460696424,0.07120073533529252,0.9452298179179317,0.03,0.03
2025-11-18,3,0.0010058094438514411,-0.00015950731459216284,0.29132918961090093,0.03,0.03
2025-11-19,3,0.018264254740932392,0.014689408150550587,0.8937116475954487,0.03,0.03
2025-11-20,3,0.014960049651445501,0.010968148972327693,0.9979751697794521,0.03,0.03
2025-11-21,3,0.00563043343506596,0.0016304334350659554,1.0,0.03,0.03
2025-11-24,3,0.04934068643863917,0.04534068643863917,1.0,0.03,0.03
2025-11-25,2,0.03538830762651205,0.033646497654367793,0.43545249303606465,0.03,0.03
2025-11-26,3,-0.007180737918055476,-0.008978642523548904,0.44947615137335695,0.03,0.03
2025-11-27,3,0.012121303382141776,0.011183629289540427,0.23441852315033762,0.03,0.03
2025-11-28,3,-0.013272571747300968,-0.01727257174730097,1.0,0.06272105112527947,0.030486617195966174
2025-12-01,3,0.02468922399300027,0.02068922399300027,0.9999999999999999,0.06078631943384218,0.031439673093582636
2025-12-02,3,-0.00768811564835686,-0.011688115648356864,1.0,0.05613793258195014,0.031439673093582636
2025-12-03,3,0.07034925187924375,0.06634925187924376,1.0,0.05606809904870999,0.03328064989753477
2025-12-04,3,-0.021624352218374287,-0.025624352218374294,1.0,0.059388493602469776,0.03215848208970465
2025-12-05,3,0.023079503489343282,0.019079503489343286,1.0,0.05767251919386857,0.03932714838766953
2025-12-08,3,-0.0034636851764658395,-0.00746368517646584,1.0,0.059148874919329124,0.04285132173181222
2025-12-09,3,0.014721548422207412,0.010721548422207412,0.9999999999999999,0.059148874919329124,0.03753508611942536
2025-12-10,3,-0.01459786834898936,-0.018597868348989362,1.0000000000000002,0.05697957074119726,0.0361546274730458
2025-12-11,3,0.015449490916650736,0.011449490916650736,1.0,0.05697957074119726,0.0339856279862835
2025-12-12,3,0.031951931530167704,0.0279519315301677,1.0,0.055811569772971484,0.03407652544747732
2025-12-15,3,0.004055630169477956,5.5630169477956064e-05,1.0,0.05540153339516429,0.03310554054082035
2025-12-16,3,0.02045489990388777,0.01645489990388777,1.0,0.0541568796756698,0.03094893360778039
2025-12-17,3,0.01147537697720655,0.007475376977206551,1.0,0.05306592127429283,0.030262496363413022
2025-12-18,3,0.326105332359458,0.322105332359458,1.0,0.052153112442921645,0.030781249653200397
2025-12-19,3,0.06781665118649922,0.06381665118649921,1.0,0.06899541990981024,0.030781249653200397
2025-12-22,3,0.03428950574240007,0.030289505742400073,0.9999999999999999,0.07271943723977778,0.03093033821654204
2025-12-23,3,-0.004220495066556322,-0.008220495066556322,1.0000000000000002,0.07230093297423039,0.031021543717873464
2025-12-24,3,0.06208300040920897,0.05808300040920897,1.0,0.0722632708627603,0.03202180657918639
2025-12-29,3,0.03523513532159417,0.03123513532159417,1.0,0.07143225887344334,0.03202180657918639
2025-12-30,3,0.023382845732260876,0.019382845732260876,1.0,0.07102047959312002,0.0318472877973974
2026-01-02,3,0.015619008812311937,0.01161900881231194,0.9999999999999999,0.06964031296258309,0.031094658397467743
2026-01-05,3,0.06631284567054117,0.06231284567054116,1.0,0.0705108161327088,0.03173541657273859
2026-01-06,3,-0.004733210841117276,-0.008733210841117278,1.0,0.0700872757434717,0.03173541657273859
2026-01-07,3,0.020858501106314147,0.016858501106314146,1.0,0.06906844581260722,0.03098222951881051
2026-01-08,3,0.0068360700916508844,0.0028360700916508844,1.0,0.06669519196209305,0.03098222951881051
2026-01-09,3,0.0159395563186265,0.011939556318626502,1.0,0.06505257168013079,0.030540719734205517
2026-01-12,3,0.06800962934118321,0.0640096293411832,1.0,0.06280968440645712,0.030540719734205517
2026-01-13,3,0.060877137663194636,0.056877137663194646,1.0000000000000002,0.06286331950125829,0.030540719734205517
2026-01-14,3,0.047113323354226175,0.04311332335422617,1.0,0.06418537910235579,0.031235360122020654
2026-01-15,3,-0.04705250922622551,-0.051052509226225506,1.0,0.06339117125938154,0.031235360122020654
2026-01-19,3,-0.006489660214778822,-0.010489660214778821,0.9999999999999999,0.06227358070376593,0.03492078237820063
2026-01-20,3,0.014536321459070285,0.010536321459070285,1.0,0.06163592745111042,0.034297603915023143
2026-01-21,3,-0.042512637421723384,-0.04651263742172338,1.0,0.05983238454453693,0.034297603915023143
2026-01-22,3,0.025035615836699637,0.021035615836699634,1.0,0.059219346481357564,0.035917409265681634
2026-01-23,3,0.016070878454220942,0.012070878454220942,0.9999999999999999,0.0598088231516166,0.035415148985279934
2026-01-26,3,-0.019500716983533496,-0.023500716983533496,1.0,0.06090619287137738,0.036539869000820235
2026-01-27,3,-0.05949640360769565,-0.06349640360769565,1.0,0.06035668508630572,0.03675785096018403
2026-01-28,3,0.008137277676046448,0.004137277676046449,1.0,0.06035668508630572,0.038193139709766476
2026-01-29,3,0.031762960415536445,0.027762960415536435,1.0,0.05954265264126456,0.038110702209699504
2026-01-30,3,-0.009494609691131672,-0.013494609691131674,1.0,0.059242507311532924,0.03761815649513689
2026-02-03,3,0.04829574707728944,0.04429574707728944,1.0,0.05807327318186196,0.03777316146914498
2026-02-04,3,0.09292273833879792,0.08892273833879792,1.0,0.058410371517496,0.03745453451985939
2026-02-05,3,-0.018251683600283994,-0.022251683600283994,1.0,0.05931890984146843,0.03745453451985939
2026-02-06,3,-0.019048280830402047,-0.023048280830402047,1.0,0.058787191769923045,0.03741632968592996
2026-02-09,3,0.019695937501524582,0.01569593750152458,1.0,0.05829488371433253,0.03905766107304883
2026-02-10,3,0.08113471027204013,0.07713471027204011,1.0,0.05815818326713039,0.039337611485306886
2026-02-11,3,0.0017723910033649436,-0.002227608996635058,1.0,0.058665781731849075,0.039337611485306886
2026-02-12,3,0.026566936693465458,0.022566936693465458,1.0,0.05793279573593936,0.03942828879688689
2026-02-13,3,-0.009835796611673619,-0.013835796611673619,1.0,0.057569374844078876,0.03889950836708261
2026-02-18,3,-0.016561536659964043,-0.020561536659964047,1.0,0.05707422973508783,0.03839772376799303
2026-02-19,3,0.002209372865583765,-0.0017906271344162348,1.0,0.05646620393812588,0.03933489914273599
2026-02-20,3,0.0830833494863719,0.0790833494863719,1.0,0.05561664159256287,0.03902193935337859
2026-02-23,3,-0.1028739061593217,-0.1068739061593217,1.0,0.056757821225437176,0.03858584559021774
2026-02-24,3,-0.017605300252665393,-0.0216053002526654,1.0,0.056584839381891856,0.042275717631322964
2026-02-25,3,-0.026949585422103066,-0.03094958542210307,1.0,0.05651586389915018,0.04262666381751093
2026-02-26,3,-0.1423205968128745,-0.14632059681287451,1.0,0.05651586389915018,0.04218687152776117
2026-02-27,3,-0.005773906116661995,-0.009773906116661985,1.0,0.05651586389915018,0.045988395655053194
2026-03-02,3,-0.14931537551447202,-0.15331537551447202,1.0,0.058668003728476185,0.04904076226867645
2026-03-03,3,-0.038623792844561335,-0.04262379284456133,1.0,0.058668003728476185,0.05263685455761267
2026-03-04,3,0.04964772557712747,0.04564772557712747,0.9999999999999999,0.058668003728476185,0.05230682916164084
2026-03-05,3,-0.0517235100071604,-0.0557235100071604,1.0,0.05886663014342084,0.05181131932561843
2026-03-06,3,-0.009065258908375071,-0.013065258908375068,1.0,0.05886663014342084,0.051989302719550844
2026-03-09,3,-0.01089493999538121,-0.014894939995381211,0.9999999999999999,0.058697030435606805,0.05168928464985497
2026-03-10,3,0.012480445966699746,0.008480445966699744,1.0,0.058371967737187565,0.051279034614079115
2026-03-11,3,-0.021110176751472004,-0.025110176751472004,1.0,0.05818663690033027,0.05033345392179753
2026-03-12,3,-0.020215731223174715,-0.02421573122317472,0.9999999999999998,0.05788981589632064,0.05025923915630805
2026-03-13,3,-0.026099420791381646,-0.030099420791381643,1.0,0.05788981589632064,0.049544932420452416
2026-03-16,3,0.032871116487980065,0.028871116487980058,1.0,0.05788981589632064,0.049009923941592294
2026-03-17,3,-0.01286886488836324,-0.01686886488836324,1.0,0.057674497054652565,0.048596988859559334
2026-03-25,3,0.030204094437229465,0.026204094437229465,1.0,0.057674497054652565,0.04775158866913719
2026-03-26,3,0.22688115892189062,0.22288115892189064,0.9999999999999999,0.05697883857529079,0.04775158866913719
2026-03-27,3,-0.0001992351278267846,-0.004199235127826786,0.9999999999999999,0.06070119455982958,0.04775158866913719
2026-03-30,3,-0.010524596012138074,-0.014524596012138078,1.0,0.06016978295987301,0.047851538075247765
2026-03-31,3,0.040200667221041875,0.03620066722104188,0.9999999999999998,0.05934357905973552,0.04784826371379441
2026-04-01,3,0.00200543543204644,-0.0019945645679535634,1.0,0.05933664254312654,0.04752456156459873
2026-04-02,3,0.09223873774976776,0.08823873774976776,1.0,0.06006855413373405,0.04814021121959998
2026-04-06,3,0.09789057778385943,0.09389057778385942,1.0,0.06114534028184976,0.04783735655964183
2026-04-07,3,0.025934127603953486,0.021934127603953482,1.0,0.06180074175369208,0.04783735655964183
2026-04-08,3,0.030544213108237857,0.026544213108237853,1.0,0.06101068577020083,0.04783735655964183
2026-04-09,3,0.045024719938474636,0.04102471993847464,1.0,0.06033828314212811,0.04783735655964183
2026-04-10,3,0.05767947740245641,0.053679477402456405,1.0,0.05996532248571427,0.04783735655964183
2026-04-13,3,0.008684046085087856,0.004684046085087855,1.0,0.059870420856627374,0.04783735655964183
2026-04-14,3,-0.019006305308925345,-0.02300630530892535,1.0,0.05923962269373348,0.04746897541208182
2026-04-15,3,0.012004302277832207,0.008004302277832206,1.0,0.05900250944981134,0.04742388062412575
2026-04-16,3,-0.04550671156034703,-0.04950671156034703,1.0,0.05853465796441681,0.047181005401372884
2026-04-17,3,0.019872144888136337,0.015872144888136337,1.0,0.05853465796441681,0.047238543759220715
2026-04-20,3,0.03953499670450187,0.035550140482564385,0.9962140554843683,0.058172483378666595,0.04693898789997695
2026-04-21,3,0.009790306786529937,0.005790306786529939,1.0,0.05847838154303292,0.04699158107092742
