date,positions,gross_return,net_return,exposure,g_used,l_used
2026-02-24,3,-0.016994846480927427,-0.02099484648092743,1.0,0.056584839381891856,0.042275717631322964
2026-02-25,3,-0.02704546685410059,-0.03104546685410059,1.0,0.05651586389915018,0.04262666381751093
2026-02-26,3,-0.14209519767374296,-0.14609519767374296,1.0,0.05651586389915018,0.04218687152776117
2026-02-27,3,-0.005766221259179,-0.009766221259179003,1.0,0.05651586389915018,0.045988395655053194
2026-03-02,3,-0.14932743864782702,-0.153327438647827,1.0,0.058668003728476185,0.04904076226867645
2026-03-03,3,-0.03873609267845725,-0.04273609267845725,1.0,0.058668003728476185,0.05263685455761267
2026-03-04,3,0.048916749608829316,0.04491674960882931,1.0,0.058668003728476185,0.05230682916164084
2026-03-05,3,-0.053388132335500764,-0.05738813233550076,1.0,0.05886663014342084,0.05181131932561843
2026-03-06,3,-0.008503401360544218,-0.012503401360544217,1.0,0.05886663014342084,0.051989302719550844
2026-03-09,3,-0.011144978452964513,-0.015144978452964513,1.0,0.058697030435606805,0.05168928464985497
2026-03-10,3,0.012944983818770227,0.008944983818770224,1.0,0.058371967737187565,0.051279034614079115
2026-03-11,3,-0.020301151125523886,-0.02430115112552389,1.0,0.05818663690033027,0.05033345392179753
2026-03-12,3,-0.021258503401360547,-0.02525850340136055,1.0,0.05788981589632064,0.05025923915630805
2026-03-13,3,-0.026284627181488173,-0.030284627181488177,1.0,0.05788981589632064,0.049544932420452416
2026-03-16,3,0.0319293941252641,0.027929394125264094,1.0,0.05788981589632064,0.049009923941592294
2026-03-17,3,-0.013035381750465551,-0.01703538175046555,1.0,0.057674497054652565,0.048596988859559334
2026-03-25,3,0.030833637802947265,0.026833637802947265,1.0,0.057674497054652565,0.04775158866913719
2026-03-26,3,0.22972564320771582,0.22572564320771582,1.0,0.05697883857529079,0.04775158866913719
2026-03-27,3,0.00034057225533993575,-0.0036594277446600643,1.0,0.06070119455982958,0.04775158866913719
2026-03-30,3,-0.010269080323022569,-0.014269080323022572,1.0,0.06016978295987301,0.047851538075247765
2026-03-31,3,0.03969321873490164,0.03569321873490164,1.0,0.05934357905973552,0.04784826371379441
2026-04-01,3,0.002973289078552238,-0.0010267109214477585,1.0,0.05933664254312654,0.04752456156459873
2026-04-02,3,0.09195591279990259,0.08795591279990259,1.0,0.06006855413373405,0.04814021121959998
2026-04-06,3,0.09747847955940443,0.09347847955940443,1.0,0.06114534028184976,0.04783735655964183
2026-04-07,3,0.02603459058463264,0.02203459058463264,1.0,0.06180074175369208,0.04783735655964183
2026-04-08,3,0.030494017529134006,0.026494017529134002,1.0,0.06101068577020083,0.04783735655964183
2026-04-09,3,0.044820008789803835,0.04082000878980383,1.0,0.06033828314212811,0.04783735655964183
2026-04-10,3,0.058903902267746666,0.05490390226774666,1.0,0.05996532248571427,0.04783735655964183
2026-04-13,3,0.008517179774814077,0.004517179774814077,1.0,0.059870420856627374,0.04783735655964183
2026-04-14,3,-0.01896377251568509,-0.02296377251568509,1.0,0.05923962269373348,0.04746897541208182
2026-04-15,3,0.011672140120415987,0.007672140120415984,1.0,0.05900250944981134,0.04742388062412575
2026-04-16,3,-0.04557843697836612,-0.04957843697836613,1.0,0.05853465796441681,0.047181005401372884
2026-04-17,3,0.019697218204680893,0.01569721820468089,1.0,0.05853465796441681,0.047238543759220715
2026-04-20,3,0.040023580589994744,0.036078111745903155,0.9863672110228964,0.058172483378666595,0.04693898789997695
2026-04-21,3,0.011318790586946388,0.007318790586946386,1.0,0.05847838154303292,0.04699158107092742
