feature,importance_gain,importance_split
pre14_tick_pct,4785.390853881836,12
pre14_range_pct,3819.783685684204,21
vix_prev_close,1395.4713525772095,16
pre14_spread_cost_est,1294.5370178222656,2
usdidr_prev_close,1270.450626373291,7
pre14_market_cost_est,957.8839721679688,1
ihsg_prev_close,750.6509780883789,3
pre14_close_vs_open9,646.6479072570801,7
ihsg_close_ma20_ratio,615.786003112793,4
ihsg_prev_return,505.80232429504395,7
pre14_pm_close_near_high,488.9504928588867,4
overnight_positive_rate5,403.0769920349121,5
ihsg_ma_200,390.5037956237793,7
nasdaq_prev_return,298.6395034790039,4
usdidr_prev_return,295.97789764404297,2
ihsg_ma_5,276.46715688705444,4
pre14_vwap,266.26890563964844,4
gap_up2_freq_20d,264.26969718933105,5
overnight_positive_rate60,252.19939804077148,6
ihsg_ma_20,236.91280555725098,2
ihsg_ma_100,220.48450469970703,3
pre14_close_to_vwap,172.7976131439209,4
pre14_vol_above_vwap_pct,155.48920249938965,4
ihsg_close_ma5_ratio,154.12100219726562,1
nikkei_prev_return,146.56653785705566,4
ctx_broker_market_share_mean,146.32750129699707,4
yf_daily_prev_close_mean,144.8090057373047,1
pre14_turnover_until14,132.9716911315918,5
pre14_pm_high_close_spread,132.14408493041992,2
pre14_am_volume_to_dailyvol_10d,131.77109909057617,3
gap_up2_followthrough_freq_20d,116.82450294494629,3
pre14_pm_open_to_vwap_am,113.40519905090332,3
yf_daily_close_z_20_sum,99.3025016784668,2
pre14_pm_am_volume_ratio,98.37879943847656,3
gapdown_freq_60d,87.47565937042236,6
overnight_p10_5d,84.93530082702637,2
yf_daily_gap_open_prev_close_mean,76.26799774169922,1
usdidr_5d_return,74.70179748535156,1
yf_daily_close_z_20_mean,71.34425830841064,3
pre14_until14_volume_to_dailyvol_20d,69.1187973022461,2
yf_daily_volume_sum,66.75849914550781,1
pre14_volume_14h_ratio_to_avg_hourly,59.63537788391113,2
tfl_net_buy_velocity_20_mean,55.501999855041504,3
pre14_volume_until14_ratio_20d,54.033199310302734,1
yf_daily_close_ma_20_sum,52.18659973144531,2
pre14_pm_high_vs_close11,51.285400390625,1
gap_up2_freq_60d,51.03869915008545,2
yf_daily_ret_cc_mean,49.333900451660156,2
yf_daily_close_z_60_mean,48.97450065612793,2
pre14_am_turnover_to_dailyturnover_10d,47.72610092163086,1
yf_daily_range_ma_5_mean,44.39999961853027,2
gapdown_freq_20d,43.27479934692383,2
overnight_ret_ma20,41.330501556396484,1
pre14_vwap_trend,40.082200050354004,2
flow_buy_freq_sum,39.67259979248047,1
localfund_netbuy_std20,36.94390106201172,1
yf_daily_high_mean,35.45130157470703,1
yf_daily_close_ma_60_mean,34.37220001220703,1
gap_up2_freq_5d,33.86790084838867,2
pre14_pm_open_is_low,32.339698791503906,1
pre14_until14_volume_to_dailyvol_5d,31.773500442504883,1
yp_flow_churn_ratio,31.003799438476562,1
yf_daily_range_ma_20_mean,30.5487003326416,1
overnight_p10_20d,28.11479949951172,1
yf_daily_close_mean,27.614299774169922,1
vix_5d_avg,25.85949993133545,2
bandar_netbuy_sum,25.660200119018555,1
pre14_pm_low_vs_close11,24.702999114990234,1
flow_net_buy_per_trade_sum,24.087099075317383,1
yf_daily_volume_velocity_20_mean,23.646900177001953,1
