feature,importance_gain,importance_split
close_ret_last1h,24481.61029958725,76
close_range_pct,13201.831451416016,33
vix_5d_avg,5008.339431285858,25
gap_up2_followthrough_freq_20d,4766.9711990356445,20
usdidr_prev_close,4403.405888080597,31
vix_prev_close,4189.770112037659,33
overnight_positive_rate20,3567.819806575775,19
close_vs_open_day,3447.4455041885376,25
overnight_positive_rate60,1987.6008625030518,12
gap_up2_followthrough_freq_5d,1524.1204948425293,11
gap_up2_freq_20d,832.998498916626,7
yf_daily_close_z_60_sum,550.8945435285568,13
yf_daily_ret_cc_mean,539.6169891357422,4
overnight_p10_5d,484.07170486450195,4
gap_down2_freq_5d,416.76000595092773,4
overnight_worst_5d,409.48550033569336,6
usdidr_5d_return,383.43659019470215,15
gap_up2_freq_60d,330.9039993286133,2
gap_up2_freq_5d,330.4312973022461,3
nasdaq_prev_return,312.2174768447876,6
overnight_positive_rate5,265.23520278930664,3
yf_daily_close_z_60_mean,242.20025157928467,7
gap_down2_freq_20d,240.41490173339844,4
yf_daily_ret_oc_sum,215.4261989593506,5
yf_daily_high_mean,213.22029876708984,2
nikkei_prev_return,176.0667028427124,5
bandar_abs_netbuy_sum,156.6943016052246,2
overnight_ret_ma60,126.23735332489014,5
yf_daily_turnover_mean,124.93279647827148,2
yf_daily_volume_velocity_60_sum,123.45179843902588,4
gapdown_freq_20d,120.83200073242188,1
usdidr_prev_return,108.72589683532715,3
gapdown_severe_freq_20d,99.56410026550293,3
yf_daily_range_pct_sum,99.54660034179688,2
gap_up2_followthrough_freq_60d,88.08190155029297,1
yf_daily_volume_velocity_5_mean,77.83770179748535,2
localfund_buy_freq_sum,74.05680084228516,1
yf_daily_ret_oc_mean,69.31310081481934,2
bandar_buy_freq_sum,67.28679656982422,1
localfund_buy_freq_std30,59.674800872802734,3
tfl_net_buy_velocity_5_mean,55.95940017700195,1
yf_daily_range_z_60_sum,54.96820068359375,1
yf_daily_range_ma_20_sum,54.71413993835449,4
ctx_broker_market_share_sum,54.37069892883301,2
yf_daily_close_ma_20_sum,48.72570037841797,1
flow_buy_freq_sum,44.79160118103027,2
overnight_worst_60d,43.194101333618164,2
ctx_broker_market_share_mean,40.99924993515015,3
gap_up2_down2_edge_20d,38.79520034790039,1
yf_daily_open_sum,38.44200134277344,1
yf_daily_range_ma_5_mean,37.5625,1
gapdown_severe_freq_60d,36.27349853515625,1
yf_daily_volume_sum,35.86040115356445,1
yf_daily_volume_velocity_20_sum,29.784700393676758,1
flow_total_trades_sum,28.518999099731445,1
overnight_worst_20d,27.012500762939453,1
bandar_buy_freq_mean,26.930500030517578,1
yf_daily_volume_mean,26.89929962158203,1
yf_daily_close_z_5_mean,25.672100067138672,1
overnight_ret_ma5,25.503920078277588,2
cvd_5d_norm,24.61359977722168,1
overnight_p10_20d,24.608200073242188,1
overnight_ret_ma20,22.067399978637695,1
yf_daily_close_ma_60_sum,18.302499771118164,1
localfund_netbuy_ma20,17.898799896240234,1
yf_daily_close_ma_5_sum,16.631200790405273,1
flow_total_net_buy_sum,16.313800811767578,1
yf_daily_range_ma_5_sum,15.463299751281738,1
flow_sell_freq_sum,12.119500160217285,1
localfund_netbuy_std20,11.536600112915039,1
yf_daily_volume_ma_5_sum,11.173100471496582,1
yf_daily_volume_ma_5_mean,9.237759590148926,1
yf_daily_volume_velocity_20_mean,7.310259819030762,1
yf_daily_range_pct_mean,4.723289966583252,1
flow_net_buy_per_trade_sum,3.3253700733184814,1
flow_buy_freq_mean,0.0,0
flow_gross_turnover_mean,0.0,0
flow_gross_turnover_sum,0.0,0
flow_total_net_buy_mean,0.0,0
xl_buy_freq_ma20,0.0,0
xl_freq_surge,0.0,0
xl_buy_freq_ma5,0.0,0
xl_sell_freq_ma5,0.0,0
overnight_p10_60d,0.0,0
gap_down2_freq_60d,0.0,0
gap_up2_down2_edge_5d,0.0,0
gapdown_freq_60d,0.0,0
flow_total_trades_mean,0.0,0
flow_net_flow_ratio_mean,0.0,0
flow_abs_net_buy_sum,0.0,0
flow_abs_net_buy_mean,0.0,0
ctx_broker_ticker_specificity_sum,0.0,0
ctx_ticker_market_share_sum,0.0,0
ctx_broker_net_buy_rank_sum,0.0,0
ctx_ticker_market_share_mean,0.0,0
tfl_net_buy_ma_5_sum,0.0,0
tfl_net_buy_ma_5_mean,0.0,0
tfl_net_buy_z_5_sum,0.0,0
ctx_broker_net_buy_rank_mean,0.0,0
tfl_net_buy_z_5_mean,0.0,0
tfl_net_buy_velocity_5_sum,0.0,0
flow_net_flow_ratio_sum,0.0,0
flow_net_buy_per_trade_mean,0.0,0
flow_churn_ratio_mean,0.0,0
gapdown_freq_5d,0.0,0
gap_up2_down2_edge_60d,0.0,0
gapdown_severe_freq_5d,0.0,0
yf_daily_prev_close_sum,0.0,0
yf_daily_prev_close_mean,0.0,0
yf_daily_close_mean,0.0,0
yf_daily_close_sum,0.0,0
yf_daily_open_mean,0.0,0
yf_daily_high_sum,0.0,0
yf_daily_low_sum,0.0,0
yf_daily_low_mean,0.0,0
tfl_churn_ratio_ma_60_sum,0.0,0
tfl_churn_ratio_ma_60_mean,0.0,0
tfl_net_flow_ratio_ma_60_sum,0.0,0
tfl_net_flow_ratio_ma_60_mean,0.0,0
tfl_churn_ratio_ma_5_sum,0.0,0
tfl_churn_ratio_ma_5_mean,0.0,0
tfl_churn_ratio_ma_20_sum,0.0,0
tfl_churn_ratio_ma_20_mean,0.0,0
tfl_net_flow_ratio_ma_5_mean,0.0,0
tfl_net_flow_ratio_ma_5_sum,0.0,0
tfl_net_buy_velocity_60_mean,0.0,0
tfl_net_buy_velocity_60_sum,0.0,0
tfl_net_buy_z_60_mean,0.0,0
tfl_net_buy_z_60_sum,0.0,0
tfl_net_flow_ratio_ma_20_mean,0.0,0
tfl_net_flow_ratio_ma_20_sum,0.0,0
tfl_net_buy_ma_60_mean,0.0,0
tfl_net_buy_ma_60_sum,0.0,0
tfl_net_buy_ma_20_sum,0.0,0
tfl_net_buy_ma_20_mean,0.0,0
tfl_net_buy_z_20_sum,0.0,0
tfl_net_buy_z_20_mean,0.0,0
tfl_net_buy_velocity_20_sum,0.0,0
tfl_net_buy_velocity_20_mean,0.0,0
flow_sell_freq_mean,0.0,0
ctx_broker_ticker_specificity_mean,0.0,0
flow_churn_ratio_sum,0.0,0
yf_daily_volume_velocity_60_mean,0.0,0
yf_daily_range_z_5_mean,0.0,0
yf_daily_range_ma_20_mean,0.0,0
yf_daily_range_z_20_sum,0.0,0
yf_daily_range_z_5_sum,0.0,0
yf_daily_range_z_20_mean,0.0,0
yf_daily_range_ma_60_sum,0.0,0
yf_daily_range_ma_60_mean,0.0,0
yf_daily_range_z_60_mean,0.0,0
broker_count,0.0,0
buyer_broker_count,0.0,0
seller_broker_count,0.0,0
buyer_ratio,0.0,0
seller_ratio,0.0,0
yf_daily_volume_ma_60_mean,0.0,0
yf_daily_volume_ma_60_sum,0.0,0
yf_daily_volume_ma_20_sum,0.0,0
yf_daily_close_z_20_mean,0.0,0
yf_daily_close_z_20_sum,0.0,0
yf_daily_close_ma_20_mean,0.0,0
yf_daily_close_z_5_sum,0.0,0
yf_daily_gap_open_prev_close_mean,0.0,0
yf_daily_close_ma_60_mean,0.0,0
yf_daily_volume_velocity_5_sum,0.0,0
yf_daily_volume_ma_20_mean,0.0,0
yf_daily_close_ma_5_mean,0.0,0
yf_daily_gap_open_prev_close_sum,0.0,0
yf_daily_ret_cc_sum,0.0,0
yf_daily_turnover_sum,0.0,0
sq_tfl_net_buy_velocity_20,0.0,0
sq_tfl_net_buy_z_20,0.0,0
sq_flow_total_net_buy,0.0,0
xc_present,0.0,0
xc_flow_churn_ratio,0.0,0
xc_flow_net_flow_ratio,0.0,0
xc_tfl_net_buy_velocity_20,0.0,0
xc_tfl_net_buy_z_20,0.0,0
xc_flow_total_net_buy,0.0,0
mg_present,0.0,0
mg_flow_churn_ratio,0.0,0
mg_flow_net_flow_ratio,0.0,0
mg_tfl_net_buy_velocity_20,0.0,0
mg_tfl_net_buy_z_20,0.0,0
mg_flow_total_net_buy,0.0,0
sq_flow_net_flow_ratio,0.0,0
total_retail_net_buy,0.0,0
pd_present,0.0,0
localfund_abs_netbuy_sum,0.0,0
sq_flow_churn_ratio,0.0,0
yp_tfl_net_buy_z_20,0.0,0
yp_tfl_net_buy_velocity_20,0.0,0
sq_present,0.0,0
yp_flow_total_net_buy,0.0,0
yp_present,0.0,0
pd_flow_total_net_buy,0.0,0
pd_tfl_net_buy_z_20,0.0,0
pd_tfl_net_buy_velocity_20,0.0,0
pd_flow_net_flow_ratio,0.0,0
pd_flow_churn_ratio,0.0,0
yp_flow_net_flow_ratio,0.0,0
yp_flow_churn_ratio,0.0,0
bandar_buyer_broker_count,0.0,0
bandar_broker_count,0.0,0
bandar_netbuy_mean,0.0,0
bandar_netbuy_sum,0.0,0
localfund_top1_share,0.0,0
localfund_top3_share,0.0,0
localfund_concentration_hhi,0.0,0
localfund_buy_freq_mean,0.0,0
localfund_netbuy_mean,0.0,0
localfund_seller_broker_count,0.0,0
localfund_buyer_broker_count,0.0,0
localfund_broker_count,0.0,0
localfund_netbuy_sum,0.0,0
bandar_top1_share,0.0,0
bandar_seller_broker_count,0.0,0
bandar_top3_share,0.0,0
localfund_buy_freq_ma30,0.0,0
localfund_netbuy_7d_sum,0.0,0
localfund_netbuy_3d_sum,0.0,0
localfund_netbuy_z20,0.0,0
localfund_consensus_strength,0.0,0
localfund_streak_buy_days,0.0,0
localfund_participation_ratio,0.0,0
localfund_buyer_ratio,0.0,0
bandar_concentration_hhi,0.0,0
cvd_10d_norm,0.0,0
cvd_20d,0.0,0
cvd_5d,0.0,0
localfund_buy_freq_z30,0.0,0
localfund_buy_freq_ratio_to_ma30,0.0,0
cvd_10d,0.0,0
cvd_20d_norm,0.0,0
