date,positions,gross_return,net_return,exposure
2026-01-19,2,-0.016489161210876277,-0.020489161210876277,1.0
2026-01-20,2,0.015512939771409096,0.011512939771409098,0.9999999999999999
2026-01-21,2,-0.037486863308163254,-0.04148686330816326,1.0
2026-01-22,2,0.05313110107626361,0.0491311010762636,1.0
2026-01-23,2,0.06062771594489258,0.056627715944892576,0.9999999999999999
2026-01-26,2,-0.020891890244455105,-0.02489189024445511,1.0
2026-01-27,2,-0.03720137073783712,-0.04120137073783712,1.0
2026-01-28,2,-0.0019507803121248495,-0.005950780312124848,1.0
2026-01-29,2,0.04953542204798493,0.04553542204798493,1.0
2026-01-30,2,-0.01653311909342692,-0.02053311909342692,1.0
2026-02-03,2,0.07881769429318963,0.07481769429318964,1.0
2026-02-04,2,0.07237367379014562,0.06837367379014561,1.0
2026-02-05,2,-0.004776789993240466,-0.008776789993240466,1.0
2026-02-06,2,0.03750307889860179,0.033503078898601796,1.0
2026-02-09,2,0.009856408265836225,0.0058564082658362285,1.0
2026-02-10,2,0.11137095443712423,0.10737095443712423,1.0
2026-02-11,2,-0.0023608400151183713,-0.006360840015118375,1.0
2026-02-12,2,0.006434609678931004,0.0024346096789310038,1.0000000000000002
2026-02-13,2,-0.014732853978045846,-0.018732853978045846,1.0
2026-02-18,2,-0.03519003322349057,-0.03919003322349057,1.0
2026-02-19,2,-0.0006952833292309928,-0.004695283329230994,1.0
2026-02-20,2,0.03469013875234502,0.030690138752345025,1.0
2026-02-23,2,-0.17148118566073475,-0.17548118566073476,1.0
2026-02-24,2,-0.021358270387217496,-0.0253582703872175,1.0
2026-02-25,2,-0.017447889924893524,-0.02144788992489352,0.9999999999999999
2026-02-26,2,-0.19420280848272903,-0.19820280848272903,1.0
2026-02-27,2,0.15444761828164705,0.15044761828164704,1.0
2026-03-02,2,-0.16313163135418896,-0.16713163135418893,0.9999999999999999
2026-03-03,2,-0.02559814236369216,-0.029598142363692164,1.0
2026-03-04,2,0.04744162869373382,0.043441628693733816,1.0
2026-03-05,2,-0.04991416405214667,-0.05391416405214667,0.9999999999999999
2026-03-06,2,-0.0012016526184135332,-0.00520165261841353,1.0
2026-03-09,2,0.0034197650770863676,-0.0005802349229136333,1.0
2026-03-10,2,0.01861055554095919,0.014610555540959188,1.0
2026-03-11,2,-0.042672501460108314,-0.04667250146010832,1.0
2026-03-12,2,0.0,-0.004000000000000001,1.0000000000000002
2026-03-13,2,-0.013480033600133688,-0.017480033600133688,1.0
2026-03-16,2,0.04146458815360428,0.037464588153604275,1.0
2026-03-17,2,-0.019211804763171133,-0.023211804763171133,1.0
2026-03-25,2,0.010846402884066249,0.006846402884066248,1.0
2026-03-26,2,0.2014677696402148,0.19746776964021479,1.0
2026-03-27,2,-0.015726233242259583,-0.01972623324225959,1.0
2026-03-30,2,-0.019270001113482024,-0.023270001113482024,1.0
2026-03-31,2,0.06305804545022921,0.059058045450229205,1.0
2026-04-01,2,-0.07985777339322542,-0.08385777339322542,1.0
2026-04-02,2,0.05688461696294876,0.052884616962948765,1.0
2026-04-06,2,0.1287722703214961,0.1247722703214961,0.9999999999999999
2026-04-07,2,0.021773125843810984,0.017773125843810984,1.0
2026-04-08,2,0.03392317111798288,0.029923171117982882,0.9999999999999998
2026-04-09,2,0.06024872539119375,0.056248725391193743,1.0
2026-04-10,2,0.035510642546436544,0.03151064254643654,1.0
2026-04-13,2,0.01268952122796895,0.00868952122796895,1.0
2026-04-14,2,-0.028328226123297447,-0.03232822612329744,1.0
2026-04-15,2,0.02440581340907781,0.02040581340907781,1.0
2026-04-16,2,-0.057744574368980534,-0.06174457436898053,1.0
2026-04-17,2,0.03229308005427408,0.02829308005427408,1.0
2026-04-20,2,-0.007228437308197687,-0.011228437308197694,1.0
2026-04-21,2,0.00011149434681587524,-0.0038885056531841244,1.0
