model,date,rolling_return_20d,rolling_vol_20d,rolling_sharpe_ann_20d,rolling_maxdd_20d,rolling_winrate_20d
v9d_ref,2026-01-23,-0.11526263636523659,0.033218560824159374,-2.6346539631669335,-0.1983793515357477,0.5
v9d_ref,2026-01-26,-0.132831161014626,0.03339100516652155,-3.092174836977581,-0.21578575744552142,0.5
v9d_ref,2026-01-27,-0.20047437214792663,0.03298608422992769,-5.073146973515847,-0.2515214753774482,0.45
v9d_ref,2026-01-28,-0.2130773646442261,0.03251076860954904,-5.538510670502717,-0.2515214753774483,0.45
v9d_ref,2026-01-29,-0.239430566096542,0.032294070924371344,-6.4060618750699865,-0.26982944124040975,0.4
v9d_ref,2026-01-30,-0.27523949899162337,0.03160732782735743,-7.749917075891602,-0.29105502911569925,0.35
v9d_ref,2026-02-03,-0.28596429512135824,0.030867497241938775,-8.324662904900569,-0.2821510738986176,0.35
v9d_ref,2026-02-04,-0.25330981947214104,0.03174011048519768,-6.980887158798124,-0.2821510738986174,0.4
v9d_ref,2026-02-05,-0.24383997774487243,0.03205582847233244,-6.599366415357019,-0.28215107389861716,0.45
v9d_ref,2026-02-06,-0.20959726539859402,0.03482221361884229,-5.037033050484782,-0.2821510738986174,0.45
v9d_ref,2026-02-09,-0.13898392217753652,0.040593534568122605,-2.5816947254227984,-0.28215107389861716,0.5
v9d_ref,2026-02-10,-0.12610974842805212,0.04114426818903769,-2.2541251292737616,-0.27169498581676543,0.5
v9d_ref,2026-02-11,-0.13763750989483226,0.04137573023552661,-2.490935886810836,-0.26324584952834573,0.5
v9d_ref,2026-02-12,-0.1250929227976122,0.04140404217089495,-2.213627836337121,-0.26324584952834584,0.55
v9d_ref,2026-02-13,-0.1361288817140608,0.04140394392286585,-2.455499050538352,-0.15066544407677052,0.5
v9d_ref,2026-02-18,-0.04793960298206901,0.03113983834895086,-1.0076927708053462,-0.1504947430729694,0.5
v9d_ref,2026-02-19,-0.03912812098750962,0.031124809351101092,-0.7738966712293379,-0.1504947430729694,0.55
v9d_ref,2026-02-20,-0.0430191137249597,0.03112712799531858,-0.8771027480534449,-0.1504947430729694,0.5
v9d_ref,2026-02-23,-0.047558666385592474,0.03107634690804673,-1.0005610697480936,-0.11941536366473748,0.5
v9d_ref,2026-02-24,-0.01457608920409148,0.030122870905623357,-0.15196307466677555,-0.11561039221918734,0.5
v9d_ref,2026-02-25,-0.03116099300442754,0.03045411481776326,-0.5870689634886144,-0.10012094102018665,0.5
v9d_ref,2026-02-26,-0.006720456768874228,0.03009276543724927,0.05680984979179437,-0.10012094102018654,0.55
v9d_ref,2026-02-27,0.014988399071372394,0.028826428563979475,0.6336725142630879,-0.11975400706102557,0.55
v9d_ref,2026-03-02,0.021142019095242492,0.028849627211384777,0.8000436495792155,-0.11975400706102546,0.55
v9d_ref,2026-03-03,0.04662409411249091,0.02821773699741444,1.5023991922019992,-0.11975400706102535,0.55
v9d_ref,2026-03-04,0.13403708531200764,0.029175453784920112,3.6591859484256304,-0.11975400706102557,0.6
v9d_ref,2026-03-05,0.12910518174987873,0.029187649781302605,3.5385421260143275,-0.11975400706102568,0.6
v9d_ref,2026-03-06,0.10341096181604259,0.02911015201202754,2.9154011115917102,-0.11975400706102535,0.55
v9d_ref,2026-03-09,0.08753568091940434,0.02920024116258811,2.5119535535453275,-0.11975400706102535,0.5
v9d_ref,2026-03-10,0.06772337441137122,0.02794383608073733,2.080938905895561,-0.11975400706102546,0.5
v9d_ref,2026-03-11,-0.04038809326746362,0.021565705026919298,-1.345481081632595,-0.11975400706102568,0.45
v9d_ref,2026-03-12,-0.06687833835199652,0.02025084897478332,-2.548368220730917,-0.09741813652345621,0.45
v9d_ref,2026-03-13,-0.0507559844743547,0.01957033553275437,-1.9554049117372818,-0.09741813652345621,0.45
v9d_ref,2026-03-16,-0.046697619400711265,0.0196482973123567,-1.7744718729574427,-0.08609399060215106,0.45
v9d_ref,2026-03-17,-0.02995929165206923,0.01956171369534871,-1.0787195119122568,-0.045778795524778704,0.5
v9d_ref,2026-03-25,0.013775426245463018,0.016941066737427728,0.7738246424269606,-0.04577879552477859,0.5
v9d_ref,2026-03-26,0.012858825629101789,0.016939537917227285,0.7314520526165081,-0.044224854435726546,0.5
v9d_ref,2026-03-27,0.02695299364979009,0.01701313367865012,1.374888206931533,-0.044224854435726324,0.55
v9d_ref,2026-03-30,0.03364832638239279,0.01709005789307882,1.6722161585024458,-0.04241815307300234,0.55
v9d_ref,2026-03-31,0.035185798743331054,0.01707710149536777,1.7424882633566348,-0.03306618920379267,0.55
v9d_ref,2026-04-01,0.003555231173216322,0.020068106271013863,0.299718244369382,-0.05421682245561721,0.55
v9d_ref,2026-04-02,0.014525860612669472,0.02027989843183103,0.725709845833156,-0.05421682245561721,0.55
v9d_ref,2026-04-06,0.059683210024588984,0.019735746798611654,2.491606453063793,-0.054216822455616875,0.6
v9d_ref,2026-04-07,0.06875244394007063,0.01989951893552152,2.8147010967962935,-0.05421682245561743,0.6
v9d_ref,2026-04-08,0.10374822893262126,0.020817751097121123,3.938273014591225,-0.054216822455616986,0.65
v9d_ref,2026-04-09,0.058686327405856664,0.017881570175919466,2.6784783318995005,-0.05421682245561665,0.65
v9d_ref,2026-04-10,0.06268419995784802,0.017898314949921872,2.843904811516448,-0.05421682245561721,0.65
v9d_ref,2026-04-13,0.0703030797503168,0.017827543509912017,3.173207155313348,-0.05421682245561721,0.7
v9d_ref,2026-04-14,0.012405016191192164,0.022495255341220124,0.6173255921534679,-0.05966861229859788,0.7
v9d_ref,2026-04-15,-0.0007627401208362139,0.021742545908130285,0.14866870085777928,-0.05966861229859777,0.7
v9d_ref,2026-04-16,0.02425681648234268,0.020950924390329754,1.0789355125344433,-0.05966861229859777,0.7
v9d_ref,2026-04-17,-0.001451495726670804,0.021591396689264075,0.12189257115640625,-0.06458581953910836,0.65
v9d_ref,2026-04-20,-0.0013804500672325304,0.02158965457448899,0.12449053211547044,-0.07439186577817003,0.65
v9d_ref,2026-04-21,-0.00399235184412694,0.021555763145420164,0.027706484591822806,-0.07439186577816992,0.65
v10_gapchar,2025-11-13,,,,,
v10_gapchar,2025-11-14,,,,,
v10_gapchar,2025-11-17,,,,,
v10_gapchar,2025-11-18,,,,,
v10_gapchar,2025-11-19,,,,,
v10_gapchar,2025-11-20,,,,,
v10_gapchar,2025-11-21,,,,,
v10_gapchar,2025-11-24,,,,,
v10_gapchar,2025-11-25,,,,,
v10_gapchar,2025-11-26,,,,,
v10_gapchar,2025-11-27,,,,,
v10_gapchar,2025-11-28,,,,,
v10_gapchar,2025-12-01,,,,,
v10_gapchar,2025-12-02,,,,,
v10_gapchar,2025-12-03,,,,,
v10_gapchar,2025-12-04,,,,,
v10_gapchar,2025-12-05,,,,,
v10_gapchar,2025-12-08,,,,,
v10_gapchar,2025-12-09,,,,,
v10_gapchar,2025-12-10,0.036859897819209175,0.03737990551692635,1.0790961300679003,-0.1268870941037452,0.6
v10_gapchar,2025-12-11,0.04560620917590841,0.03740696802421918,1.2574689297782924,-0.12688709410374532,0.6
v10_gapchar,2025-12-12,0.05004275899200428,0.03742345554585377,1.3472521285843313,-0.1268870941037452,0.6
v10_gapchar,2025-12-15,0.060447620950827785,0.0374955534667435,1.555234305195408,-0.1268870941037452,0.6
v10_gapchar,2025-12-16,0.06654283044135245,0.03754518517272058,1.675583153469858,-0.1268870941037452,0.6
v10_gapchar,2025-12-17,0.07347769506276403,0.03750612121447534,1.8144304625466692,-0.12688709410374532,0.65
v10_gapchar,2025-12-18,0.02808417882530745,0.03607138340141473,0.9103790358789282,-0.1268870941037452,0.65
v10_gapchar,2025-12-19,0.10473942558649862,0.037953989731318236,2.4028328572242383,-0.1268870941037452,0.7
v10_gapchar,2025-12-22,0.1255479603310825,0.03784023641667505,2.8020876403971573,-0.1268870941037452,0.75
v10_gapchar,2025-12-23,0.18225917284627569,0.03953351006143663,3.702103923111253,-0.1268870941037452,0.75
v10_gapchar,2025-12-24,0.2508933521196848,0.03917506135677068,4.885494247400533,-0.1268870941037451,0.8
v10_gapchar,2025-12-29,0.21303964512898488,0.03868814203677628,4.301897082046757,-0.1268870941037452,0.8
v10_gapchar,2025-12-30,0.24462825496989682,0.03899384348419938,4.80199124969477,-0.1268870941037452,0.8
v10_gapchar,2026-01-02,0.2713382495772405,0.038485712456004656,5.300511950896284,-0.1268870941037452,0.85
v10_gapchar,2026-01-05,0.23411752768096106,0.03777640944449819,4.757177025988642,-0.1268870941037452,0.85
v10_gapchar,2026-01-06,0.2513959341122407,0.037468436297693294,5.089305824262464,-0.1268870941037452,0.9
v10_gapchar,2026-01-07,0.24898633533237202,0.037475820423173906,5.04710946254652,-0.1268870941037452,0.9
v10_gapchar,2026-01-08,0.2218391069097616,0.03761516017863755,4.561655561078609,-0.1268870941037452,0.85
v10_gapchar,2026-01-09,0.2584292177784815,0.037653018830864846,5.186813979313755,-0.1268870941037452,0.9
v10_gapchar,2026-01-12,-0.030697389419003906,0.05460277588822344,0.02140732607827721,-0.180036756647883,0.85
v10_gapchar,2026-01-13,0.09636248397200675,0.04637444308107917,1.9841000203834414,-0.19023392868371514,0.85
v10_gapchar,2026-01-14,0.03155361949089297,0.04794127062849956,0.931403642970833,-0.2309617692054844,0.8
v10_gapchar,2026-01-15,0.5430798355016571,0.12013503971656835,3.674458742376269,-0.2309617692054844,0.8
v10_gapchar,2026-01-19,0.5098646179636361,0.12035595339270312,3.523795998543656,-0.23096176920548428,0.75
v10_gapchar,2026-01-20,0.5240645496320224,0.12032014502975497,3.587701481909766,-0.2309617692054844,0.75
v10_gapchar,2026-01-21,0.5494489339593029,0.1202061178102409,3.701395263315049,-0.2309617692054844,0.75
v10_gapchar,2026-01-22,0.49303247687901175,0.120822617550635,3.4421689666658652,-0.2309617692054844,0.7
v10_gapchar,2026-01-23,0.28740768758962454,0.12297123555458074,2.4400828789840117,-0.2309617692054844,0.65
v10_gapchar,2026-01-26,0.24106169042624526,0.12334423388088483,2.1985105861956673,-0.23096176920548428,0.6
v10_gapchar,2026-01-27,0.04861648371744409,0.12571514919746316,1.120117377637741,-0.2309617692054844,0.55
v10_gapchar,2026-01-28,0.021284973413843167,0.12558258365025876,0.9509575907238077,-0.2309617692054844,0.55
v10_gapchar,2026-01-29,-0.01159994786912133,0.1257804232730091,0.7447240195424998,-0.24231626093212388,0.5
v10_gapchar,2026-01-30,-0.07126627516523276,0.1258355138571939,0.3509446098061749,-0.26434176734049397,0.45
v10_gapchar,2026-02-03,-0.06852018479119171,0.12583886427066207,0.3696638180267767,-0.26434176734049397,0.45
v10_gapchar,2026-02-04,-0.07418881609354999,0.12581775617432217,0.3307790980118853,-0.2643417673404942,0.45
v10_gapchar,2026-02-05,-0.09138818557048356,0.1258889787300657,0.2132463945268584,-0.26545170242685445,0.4
v10_gapchar,2026-02-06,-0.06464465671543829,0.12613093107662895,0.39956658839578996,-0.26545170242685423,0.4
v10_gapchar,2026-02-09,-0.058888258498226986,0.12611953304746917,0.4381624941340109,-0.2654517024268541,0.45
v10_gapchar,2026-02-10,-0.09740116828896073,0.12605294273771722,0.17364044551370175,-0.26545170242685445,0.4
v10_gapchar,2026-02-11,0.09562491554803776,0.11903246880195381,1.3531668646594321,-0.26545170242685456,0.4
v10_gapchar,2026-02-12,0.08958862408477386,0.11908997386032756,1.3162500560692596,-0.2654517024268547,0.4
v10_gapchar,2026-02-13,0.02035940245644907,0.12131961503630831,0.8972802848135255,-0.345818361802686,0.4
v10_gapchar,2026-02-18,-0.35313441239453824,0.0391068169323297,-8.419714358945729,-0.3746003080716228,0.35
v10_gapchar,2026-02-19,-0.3478259604281977,0.039279366584278864,-8.218224561891898,-0.3746003080716228,0.4
v10_gapchar,2026-02-20,-0.35817811114947296,0.038543071484530664,-8.709512517665432,-0.3746003080716228,0.4
v10_gapchar,2026-02-23,-0.3689795579175954,0.03781188451701968,-9.238108311660628,-0.3540625633580817,0.4
v10_gapchar,2026-02-24,-0.3627561774611231,0.03774547157358446,-9.053566483237734,-0.30255934779208615,0.4
v10_gapchar,2026-02-25,-0.3169843818846213,0.03470072389258384,-8.346809839233584,-0.29914800968597066,0.4
v10_gapchar,2026-02-26,-0.3046668947878244,0.03472968730135129,-7.938182751172423,-0.22847209701832638,0.4
v10_gapchar,2026-02-27,-0.24819537232086686,0.028626069281805878,-7.615536413711849,-0.25348193195915414,0.4
v10_gapchar,2026-03-02,-0.26020925618276614,0.028253436822085653,-8.168085053125184,-0.24726702448366134,0.35
v10_gapchar,2026-03-03,-0.24181418002438948,0.028305621019044557,-7.4730918905168915,-0.24771137240837615,0.35
v10_gapchar,2026-03-04,-0.25995302238508033,0.02938382867035551,-7.826331855735239,-0.2870546171081215,0.35
v10_gapchar,2026-03-05,-0.2703217110103344,0.02902227913181876,-8.309761465837594,-0.2919959619325776,0.3
v10_gapchar,2026-03-06,-0.3039667386026653,0.028909762487269414,-9.618548206655904,-0.3190405352162399,0.25
v10_gapchar,2026-03-09,-0.30542276344832286,0.028910622948575125,-9.674729824109942,-0.3318687661950602,0.25
v10_gapchar,2026-03-10,-0.32415222771067664,0.026793266415658833,-11.268313589911115,-0.3318687661950602,0.25
v10_gapchar,2026-03-11,-0.3503421028057615,0.026627625033654775,-12.49547967982198,-0.3407170659450821,0.2
v10_gapchar,2026-03-12,-0.331388093685242,0.027687118184254927,-11.193140151375099,-0.33761526343194037,0.25
v10_gapchar,2026-03-13,-0.3341265327532772,0.0275919649260095,-11.349008283025714,-0.32555822221328645,0.25
v10_gapchar,2026-03-16,-0.310584261997256,0.0287229586744975,-9.94258918878619,-0.24165731836622772,0.3
v10_gapchar,2026-03-17,-0.18550552929325825,0.023807106201151663,-6.616065195183347,-0.21382284201604218,0.35
v10_gapchar,2026-03-25,-0.15423559770003414,0.022487809809494066,-5.708759403616317,-0.2138228420160425,0.35
v10_gapchar,2026-03-26,-0.06278307275430228,0.03391578272268173,-1.2542651322158276,-0.2138228420160424,0.35
v10_gapchar,2026-03-27,-0.08939246679174395,0.034102831305705884,-1.912448943478328,-0.2138228420160423,0.3
v10_gapchar,2026-03-30,-0.06815094339003613,0.03470090571213262,-1.3446551207383826,-0.195935276901556,0.3
v10_gapchar,2026-03-31,-0.03294690905180131,0.03460703008784921,-0.5011099199712357,-0.1789537310398316,0.35
v10_gapchar,2026-04-01,-0.01838812415011104,0.03433785989785533,-0.16424146891792663,-0.17243705581218793,0.35
v10_gapchar,2026-04-02,0.006496833883184117,0.03449963647247715,0.4151833637006654,-0.14471205688269095,0.4
v10_gapchar,2026-04-06,0.05406024034795509,0.03372222417631432,1.5009802804040793,-0.13693445308596364,0.45
v10_gapchar,2026-04-07,0.10427945334995936,0.034430693640154754,2.558517665420258,-0.13642467350057785,0.5
v10_gapchar,2026-04-08,0.11524678756589024,0.03441015016517674,2.788999732890031,-0.08876905190258821,0.55
v10_gapchar,2026-04-09,0.18820184090065406,0.03170043829862018,4.579647989675463,-0.08240933347279533,0.6
v10_gapchar,2026-04-10,0.2196629409717834,0.03155135088268048,5.262765988217295,-0.04596685883419127,0.65
v10_gapchar,2026-04-13,0.2941720900554987,0.029556282657723507,7.195892617722574,-0.03711816706732074,0.7
v10_gapchar,2026-04-14,0.30982704803367467,0.02901731995542394,7.6541963624099605,-0.03711816706732074,0.7
v10_gapchar,2026-04-15,0.3031220799209129,0.029076162007596065,7.497593762871701,-0.022133946749595568,0.7
v10_gapchar,2026-04-16,0.35488158588378726,0.02684065187049741,9.253035794025243,-0.022133946749595568,0.75
v10_gapchar,2026-04-17,0.28437327284014047,0.029336240012185825,7.037963949623981,-0.03979278821493548,0.7
v10_gapchar,2026-04-20,0.2837911819701364,0.029353063889073633,7.021782360329702,-0.048634903968527654,0.7
v10_gapchar,2026-04-21,0.27716898880352203,0.02934081083487385,6.8828217412656345,-0.04863490396852754,0.7
v10_close10_obj,2025-11-13,,,,,
v10_close10_obj,2025-11-14,,,,,
v10_close10_obj,2025-11-17,,,,,
v10_close10_obj,2025-11-18,,,,,
v10_close10_obj,2025-11-19,,,,,
v10_close10_obj,2025-11-20,,,,,
v10_close10_obj,2025-11-21,,,,,
v10_close10_obj,2025-11-24,,,,,
v10_close10_obj,2025-11-25,,,,,
v10_close10_obj,2025-11-26,,,,,
v10_close10_obj,2025-11-27,,,,,
v10_close10_obj,2025-11-28,,,,,
v10_close10_obj,2025-12-01,,,,,
v10_close10_obj,2025-12-02,,,,,
v10_close10_obj,2025-12-03,,,,,
v10_close10_obj,2025-12-04,,,,,
v10_close10_obj,2025-12-05,,,,,
v10_close10_obj,2025-12-08,,,,,
v10_close10_obj,2025-12-09,,,,,
v10_close10_obj,2025-12-10,0.4950494810970991,0.03641086250061501,9.132500793855064,-0.024679550863426658,0.7
v10_close10_obj,2025-12-11,0.43524356411381837,0.03561116943228341,8.397261305584232,-0.024679550863426658,0.7
v10_close10_obj,2025-12-12,0.4286126276153177,0.035531087253219934,8.309569989726608,-0.024679550863426658,0.7
v10_close10_obj,2025-12-15,0.2755291659832073,0.02701745679410671,7.402322567916799,-0.02467955086342677,0.65
v10_close10_obj,2025-12-16,0.2932564336743577,0.026923885214086618,7.838731773584106,-0.024679550863426547,0.65
v10_close10_obj,2025-12-17,0.2826937194936914,0.02696102771652616,7.583920085177603,-0.024679550863426658,0.65
v10_close10_obj,2025-12-18,0.675319213505214,0.0725661797988628,6.206627888381145,-0.024679550863426658,0.65
v10_close10_obj,2025-12-19,0.7801747148238434,0.072638891177935,6.884536823568334,-0.024679550863426658,0.65
v10_close10_obj,2025-12-22,0.7556486605579393,0.07258583381213349,6.7323318915112145,-0.024679550863426658,0.65
v10_close10_obj,2025-12-23,0.62014308541956,0.0723088202942402,5.847328541704134,-0.024679550863426547,0.6
v10_close10_obj,2025-12-24,0.7429159098217366,0.07191547874280468,6.701976351479648,-0.024679550863426547,0.65
v10_close10_obj,2025-12-29,0.7214150649670505,0.07184681964091784,6.566081983188596,-0.024679550863426547,0.65
v10_close10_obj,2025-12-30,0.7852969639647467,0.07109050655039678,7.043124683985988,-0.024679550863426547,0.7
v10_close10_obj,2026-01-02,0.7719149812819972,0.07116773841787262,6.950142929910965,-0.024679550863426658,0.7
v10_close10_obj,2026-01-05,0.9070609249526682,0.07073400622480727,7.837680266721533,-0.024679550863426658,0.75
v10_close10_obj,2026-01-06,0.7735582000921135,0.07098425294642874,6.975928286951249,-0.01883542269032057,0.7
v10_close10_obj,2026-01-07,0.84911426145612,0.06991863727168533,7.553928130031306,-0.01883542269032057,0.75
v10_close10_obj,2026-01-08,0.8197934045321882,0.07017298801575574,7.3438050201323755,-0.01883542269032057,0.75
v10_close10_obj,2026-01-09,0.855151604033356,0.06974962942861683,7.60784445486213,-0.01883542269032057,0.8
v10_close10_obj,2026-01-12,0.9520253004861163,0.06983976099848807,8.197863968277355,-0.008994215558445928,0.8
v10_close10_obj,2026-01-13,1.1040492710430572,0.06881439544825743,9.201388279642911,-0.008994215558445928,0.85
v10_close10_obj,2026-01-14,1.1686861224229887,0.06852762171151655,9.600142941835232,-0.008994215558445928,0.85
v10_close10_obj,2026-01-15,0.9962547089363214,0.07156283017994587,8.286175129714621,-0.053488402684056524,0.8
v10_close10_obj,2026-01-19,0.9762084905756834,0.07185800637182209,8.141220869183178,-0.06302607005402472,0.8
v10_close10_obj,2026-01-20,0.965149613266437,0.071950011933673,8.068071744221628,-0.06302607005402472,0.8
v10_close10_obj,2026-01-21,0.8621879640645043,0.07394132582026783,7.284695833455473,-0.09684657430243448,0.75
v10_close10_obj,2026-01-22,0.4401206285151671,0.0331540085528969,9.073009441029106,-0.09684657430243437,0.75
v10_close10_obj,2026-01-23,0.3695423173383834,0.03160679747554206,8.208974796981376,-0.09684657430243437,0.75
v10_close10_obj,2026-01-26,0.2989008148575718,0.03261955046029334,6.662222599246085,-0.09684657430243426,0.7
v10_close10_obj,2026-01-27,0.22666191543637182,0.036441383453005606,4.761780333886466,-0.14631871911008598,0.7
v10_close10_obj,2026-01-28,0.1638745580728873,0.03480713320407578,3.750262070857371,-0.14631871911008587,0.7
v10_close10_obj,2026-01-29,0.16030808586237888,0.034709223309905,3.6885761709512335,-0.1463187191100861,0.7
v10_close10_obj,2026-01-30,0.12309654563120431,0.03491434488267375,2.9238190141228477,-0.14631871911008587,0.65
v10_close10_obj,2026-02-03,0.15697471968181942,0.03583239805145478,3.525891264834037,-0.14631871911008576,0.65
v10_close10_obj,2026-02-04,0.18689870986176849,0.038337425727631845,3.864459149891549,-0.14631871911008587,0.65
v10_close10_obj,2026-02-05,0.17131065838745596,0.038751229392901675,3.5566055426767575,-0.14631871911008565,0.65
v10_close10_obj,2026-02-06,0.12555404048762986,0.03929482583146961,2.705020015595042,-0.14631871911008598,0.6
v10_close10_obj,2026-02-09,0.1388581193802474,0.0393199745476705,2.9425450468660324,-0.14631871911008554,0.6
v10_close10_obj,2026-02-10,0.21290444353078697,0.04221154047403148,3.978058230866273,-0.14631871911008587,0.6
v10_close10_obj,2026-02-11,0.13815333356726645,0.04048294450737802,2.862824144028773,-0.14631871911008598,0.55
v10_close10_obj,2026-02-12,0.10080305063730943,0.039007578223276565,2.264905064473917,-0.14631871911008587,0.55
v10_close10_obj,2026-02-13,0.04004047748005535,0.03821494242131615,1.1154782050035184,-0.09845320942975366,0.5
v10_close10_obj,2026-02-18,0.07607465989396878,0.036431445546099644,1.8845567020094158,-0.09845320942975355,0.5
v10_close10_obj,2026-02-19,0.08559713777378963,0.036308116985405155,2.082461061486319,-0.09845320942975355,0.5
v10_close10_obj,2026-02-20,0.1577920537298496,0.039649332601380274,3.2523765453186666,-0.08539381023670134,0.5
v10_close10_obj,2026-02-23,0.08331962105697199,0.04565277875166415,1.7580311455951687,-0.10755781404205911,0.5
v10_close10_obj,2026-02-24,0.037180445997810896,0.04581188462265726,0.9974847810322658,-0.12643029244231252,0.45
v10_close10_obj,2026-02-25,-0.0053921709732247525,0.04634100297446022,0.27543667108056175,-0.15321053876870427,0.4
v10_close10_obj,2026-02-26,-0.1297774431550941,0.05617484177666951,-1.4977961812276956,-0.2767283955222133,0.4
v10_close10_obj,2026-02-27,-0.08633759232577154,0.054672872112545685,-0.8599853972944835,-0.2885515074578473,0.4
v10_close10_obj,2026-03-02,-0.23000862038220038,0.06374347138038243,-2.7034548319104514,-0.3980303077843522,0.35
v10_close10_obj,2026-03-03,-0.28266429856288444,0.06343598188125264,-3.596250363023733,-0.42343600635104184,0.3
v10_close10_obj,2026-03-04,-0.2400414039149955,0.06475068108254206,-2.8046786352712454,-0.42343600635104184,0.35
v10_close10_obj,2026-03-05,-0.3132279460018149,0.06417194764748649,-4.073208065849784,-0.43162188687588643,0.3
v10_close10_obj,2026-03-06,-0.37759522468872964,0.05938155318402858,-5.767313465250687,-0.4385352206600084,0.25
v10_close10_obj,2026-03-09,-0.37285476761766345,0.05940100757870678,-5.665893609680952,-0.4467105948614031,0.25
v10_close10_obj,2026-03-10,-0.35228023677666864,0.05976619321986703,-5.205541564661257,-0.4467105948614031,0.3
v10_close10_obj,2026-03-11,-0.3776744665226637,0.05925517671048222,-5.783254625861279,-0.4556844051652281,0.25
v10_close10_obj,2026-03-12,-0.43661675937457656,0.05470833676605349,-7.744746832974614,-0.4689690288198609,0.2
v10_close10_obj,2026-03-13,-0.4522779095421472,0.05441625498571341,-8.190968865012223,-0.48477581055700913,0.2
v10_close10_obj,2026-03-16,-0.44937441245117804,0.05468227926023777,-8.072414890212613,-0.48477581055700913,0.2
v10_close10_obj,2026-03-17,-0.4511874068339772,0.05464600849031202,-8.124925618387557,-0.48477581055700925,0.2
v10_close10_obj,2026-03-25,-0.424371396463457,0.05594421003808862,-7.257488251610662,-0.48477581055700925,0.25
v10_close10_obj,2026-03-26,-0.29414443841175864,0.0781192823009674,-2.901753688869948,-0.48477581055700925,0.3
v10_close10_obj,2026-03-27,-0.3479175410211929,0.07527768529634869,-3.8770448990235526,-0.4226805976345088,0.25
