date,ticker,pred_proba,overnight_return,trade_net_return,kelly_raw,kelly_alpha,weight
2025-11-13,ARTA,0.5244960305648959,0.15602836879432624,0.15202836879432624,1.6330687043263938,0.40826717608159846,0.40826717608159846
2025-11-13,EURO,0.5200868812104921,-0.007246376811594203,-0.011246376811594204,1.3391254140328055,0.3347813535082014,0.3347813535082014
2025-11-14,BBSS,0.5287703726163621,0.034482758620689655,0.030482758620689655,1.9180248410908036,0.4795062102727009,0.4795062102727009
2025-11-14,KMTR,0.5249631625335492,0.014705882352941176,0.010705882352941176,1.6642108355699479,0.41605270889248697,0.41605270889248697
2025-11-17,IPOL,0.5231594233355309,0.008130081300813009,0.004130081300813009,1.5439615557020596,0.3859903889255149,0.3859903889255149
2025-11-17,LPCK,0.5221743519555401,0.0,-0.004,1.4782901303693396,0.3695725325923349,0.3695725325923349
2025-11-18,CSAP,0.5106945590993305,0.0,-0.004,0.7129706066220315,0.17824265165550787,0.17824265165550787
2025-11-18,HELI,0.5051886174776464,0.00819672131147541,0.00419672131147541,0.345907831843097,0.08647695796077425,0.08647695796077425
2025-11-19,KAEF,0.5193874502482886,0.008928571428571428,0.004928571428571428,1.2924966832192393,0.3231241708048098,0.3231241708048098
2025-11-19,AGRS,0.5180153239591923,0.15714285714285714,0.15314285714285714,1.2010215972794849,0.3002553993198712,0.3002553993198712
2025-11-20,GLVA,0.5232793752408131,-0.03286384976525822,-0.03686384976525822,1.5519583493875408,0.3879895873468852,0.3879895873468852
2025-11-20,GSMF,0.5199634391880356,0.10476190476190476,0.10076190476190476,1.3308959458690384,0.3327239864672596,0.3327239864672596
2025-11-21,IFSH,0.5329233932641352,0.03184713375796178,0.027847133757961783,2.194892884275677,0.5487232210689192,0.5352792116782298
2025-11-21,MITI,0.5285835596416434,-0.0273972602739726,-0.031397260273972605,1.9055706427762273,0.47639266069405684,0.4647207883217703
2025-11-24,PGLI,0.5299063760326147,0.1348314606741573,0.1308314606741573,1.9937584021743122,0.49843960054357805,0.49843960054357805
2025-11-24,PDPP,0.5278059963669082,-0.0106951871657754,-0.0146951871657754,1.85373309112721,0.4634332727818025,0.4634332727818025
2025-11-25,CBUT,0.5162331209555052,0.09342560553633218,0.08942560553633218,1.082208063700347,0.27055201592508676,0.27055201592508676
2025-11-25,LION,0.5098940286266587,0.06132075471698113,0.05732075471698113,0.6596019084439115,0.16490047711097788,0.16490047711097788
2025-11-26,RANC,0.5111083326373171,-0.043243243243243246,-0.04724324324324325,0.7405555091544748,0.1851388772886187,0.1851388772886187
2025-11-26,HELI,0.5086804084441244,0.0,-0.004,0.5786938962749629,0.14467347406874073,0.14467347406874073
2025-11-27,BBSS,0.5065598973265651,0.06043956043956044,0.05643956043956044,0.43732648843767713,0.10933162210941928,0.10933162210941928
2025-11-27,BCAP,0.5043347876626242,0.05454545454545454,0.050545454545454546,0.2889858441749453,0.07224646104373633,0.07224646104373633
2025-11-28,PTSP,0.5169470696635051,-0.009615384615384616,-0.013615384615384616,1.1298046442336762,0.28245116105841905,0.28245116105841905
2025-11-28,KDSI,0.5098356179771831,0.022222222222222223,0.018222222222222223,0.6557078651455424,0.1639269662863856,0.1639269662863856
2025-12-01,SMDM,0.5101906456617448,0.03614457831325301,0.032144578313253014,0.6793763774496503,0.16984409436241257,0.16984409436241257
2025-12-01,LRNA,0.507754067120961,0.028735632183908046,0.024735632183908045,0.5169378080640683,0.12923445201601708,0.12923445201601708
2025-12-02,KEJU,0.5048021059361744,-0.07407407407407407,-0.07807407407407407,0.3201403957449565,0.08003509893623913,0.08003509893623913
2025-12-02,JAST,0.5033753756818858,0.05825242718446602,0.05425242718446602,0.22502504545905688,0.05625626136476422,0.05625626136476422
2025-12-03,IPOL,0.5145389446939059,0.17796610169491525,0.17396610169491525,0.9692629795937272,0.2423157448984318,0.2423157448984318
2025-12-03,MAXI,0.5073454133182529,0.038461538461538464,0.03446153846153846,0.48969422121685774,0.12242355530421443,0.12242355530421443
2025-12-04,EURO,0.5142263323047704,0.050724637681159424,0.04672463768115942,12.951700067646286,3.2379250169115714,0.5006908111917941
2025-12-04,ALKA,0.5136027716246528,0.022857142857142857,0.018857142857142857,12.915960728479288,3.228990182119822,0.49930918880820585
2025-12-05,YOII,0.503646750141166,0.010526315789473684,0.006526315789473684,11.988858208165182,2.9972145520412954,0.5018682748482263
2025-12-05,BUKK,0.5021086559689187,-0.09523809523809523,-0.09923809523809524,11.899597805100097,2.974899451275024,0.4981317251517738
2025-12-08,SMMT,0.5047081546394825,-0.006993006993006993,-0.010993006993006992,7.240224754799522,1.8100561886998805,0.505481196139812
2025-12-08,BNBA,0.5015597956893993,0.0,-0.004,7.0832056914577395,1.7708014228644349,0.4945188038601879
2025-12-09,LINK,0.5019834519884396,-0.004545454545454545,-0.008545454545454545,9.229082835481616,2.307270708870404,0.5008003313982321
2025-12-09,PDES,0.5014382614830398,0.008547008547008548,0.004547008547008548,9.199584752884512,2.299896188221128,0.49919966860176784
2025-12-10,KMDS,0.523410562425067,0.0,-0.004,11.031227613055885,2.757806903263971,0.5076760863345822
2025-12-10,SRSN,0.5175269475018613,-0.03125,-0.035250000000000004,10.697642250997143,2.674410562749286,0.4923239136654179
2025-12-11,BHAT,0.5144284687473879,0.023890784982935155,0.019890784982935155,11.16182300656606,2.790455751641515,0.5127125542122797
2025-12-11,MREI,0.5048755353280531,-0.03225806451612903,-0.036258064516129035,10.60831489012508,2.65207872253127,0.4872874457877203
2025-12-12,PORT,0.5085101627470315,-0.004830917874396135,-0.008830917874396136,10.09517530584349,2.5237938264608726,0.5101230200372414
2025-12-12,KMDS,0.5015378035201538,0.03759398496240601,0.03359398496240601,9.694512493594566,2.4236281233986414,0.48987697996275864
2025-12-15,JAYA,0.4966951611983857,0.009615384615384616,0.005615384615384616,10.008473230572129,2.5021183076430322,0.5106606388164884
2025-12-15,TOTO,0.48963566535123776,0.0,-0.004,9.590596033446053,2.397649008361513,0.4893393611835115
2025-12-16,IDPR,0.5181681320180619,-0.007042253521126761,-0.011042253521126762,11.915522297563436,2.978880574390859,0.5160567780603459
2025-12-16,SICO,0.5061501799248721,0.064,0.06,11.174034518934914,2.7935086297337284,0.48394322193965406
2025-12-17,MASB,0.5151031986928211,0.05396825396825397,0.04996825396825397,12.39193413303496,3.09798353325874,0.5114647991900182
2025-12-17,CASS,0.5062441961037756,-0.04182509505703422,-0.04582509505703422,11.836388427304406,2.9590971068261016,0.4885352008099819
2025-12-18,MCAS,0.5097054494040207,0.008771929824561403,0.004771929824561403,11.096809868516589,2.774202467129147,0.5006507539478419
2025-12-18,KOCI,0.5092312923438658,0.9325842696629213,0.9285842696629213,11.06796224260793,2.7669905606519825,0.4993492460521581
2025-12-19,HBAT,0.5119232313702886,0.2517482517482518,0.24774825174825177,14.61945996059143,3.6548649901478574,0.5097379814583469
