date,positions,gross_return,net_return,exposure,g_used,l_used
2025-11-13,2,0.06127530967926183,0.058303115560902626,0.7430485295897998,0.03,0.03
2025-11-14,2,0.0226531190955506,0.019070883418889847,0.8955589191651878,0.03,0.03
2025-11-17,2,0.0031381332432968696,0.00011588155722547016,0.7555629215178499,0.03,0.03
2025-11-18,2,0.0007088275242686414,-0.00035005091419648715,0.2647196096162821,0.03,0.03
2025-11-19,2,0.05006802856102271,0.04757451028052398,0.623379570124681,0.03,0.03
2025-11-20,2,0.022105967073231772,0.019223112777975192,0.7207135738141448,0.03,0.03
2025-11-21,2,0.004315032259795655,0.0003150322597956553,1.0,0.03,0.03
2025-11-24,2,0.062248833807884894,0.05840134231458336,0.9618728733253805,0.03,0.03
2025-11-25,2,0.03538830762651205,0.033646497654367793,0.43545249303606465,0.03,0.03
2025-11-26,2,-0.0080060055043727,-0.009325254909802138,0.3298123513573594,0.03,0.03
2025-11-27,2,0.010548671239368501,0.00982235890675588,0.1815780831531556,0.03,0.03
2025-11-28,2,0.000926944924392146,-0.0008585675849870724,0.44637812734480464,0.03,0.03
2025-12-01,2,0.009852576848346936,0.008656262662833217,0.2990785463784297,0.03,0.03
2025-12-02,2,-0.002651462078307607,-0.0031966275195116213,0.13629136030100336,0.03,0.03
2025-12-03,2,0.04783258677980479,0.04637362957899419,0.3647393002026462,0.03,0.03
2025-12-04,2,0.03681014144646284,0.03281014144646284,1.0,0.06052848077221647,0.02451353759493024
2025-12-05,2,-0.04215829273535051,-0.04615829273535051,1.0,0.058006881635574166,0.02451353759493024
2025-12-08,2,-0.003534833539439245,-0.0075348335394392445,1.0,0.05576859616400458,0.031306679198854326
2025-12-09,2,0.0019902986914839076,-0.0020097013085160925,1.0,0.05576859616400458,0.027643575244646505
2025-12-10,2,-0.015385122302044309,-0.01938512230204431,1.0,0.05363436334662974,0.026279423766132792
2025-12-11,2,-0.0034698444733829523,-0.007469844473382954,1.0,0.05363436334662974,0.0254476207953662
2025-12-12,2,0.01595206540250997,0.011952065402509971,1.0,0.05228462021208195,0.026083529249528718
2025-12-15,2,0.0049101984501585426,0.0009101984501585429,0.9999999999999999,0.05156574962555596,0.025125050839799132
2025-12-16,2,0.02733816354174106,0.023338163541741057,1.0,0.04986388425480887,0.024013206058757074
2025-12-17,2,0.007169830965924124,0.0031698309659241204,1.0,0.0502258883885657,0.023364658431875556
2025-12-18,2,0.47007692521652644,0.46607692521652644,1.0,0.05021700444303771,0.02443420303307359
2025-12-19,2,0.12832564568182162,0.12432564568182161,0.9999999999999999,0.07708546220437343,0.02443420303307359
2025-12-22,2,0.0661926266689991,0.06219262666899909,0.9999999999999999,0.08241867437761963,0.023505375622479337
2025-12-23,2,0.018999440947275976,0.014999440947275969,1.0,0.0812326835672357,0.023505375622479337
2025-12-24,2,0.08277871489748082,0.07877871489748081,1.0,0.08092261161643628,0.0242557812859521
2025-12-29,2,0.03297611454986069,0.028976114549860685,1.0,0.0807961235605523,0.0242557812859521
2025-12-30,2,0.03500279999559849,0.031002799995598487,1.0,0.08087530131024252,0.024317587500486706
2026-01-02,2,0.06187312839582962,0.05787312839582962,1.0,0.07838131861010783,0.024317587500486706
2026-01-05,2,0.08460721752428003,0.08060721752428003,1.0,0.07942079864400764,0.023504884000467238
2026-01-06,2,0.004999970822356077,0.0009999708223560762,1.0,0.079482509555627,0.023504884000467238
2026-01-07,2,0.015468762585852093,0.011468762585852093,1.0,0.07781020229524933,0.02275469615429542
2026-01-08,2,-0.001713748560515461,-0.005713748560515462,1.0,0.07492551988423055,0.02275469615429542
2026-01-09,2,0.00881133615899347,0.004811336158993471,0.9999999999999998,0.07335480756363685,0.022372626613965992
2026-01-12,2,0.03496851418647414,0.03096851418647414,1.0,0.07055684987341762,0.022372626613965992
2026-01-13,2,0.11777797456676133,0.11377797456676134,1.0,0.06900133940032815,0.022372626613965992
2026-01-14,2,0.05412329441446599,0.050123294414465995,1.0,0.07066549958684269,0.022372626613965992
2026-01-15,2,-0.07688501998853448,-0.08088501998853448,1.0,0.06992677478242375,0.022372626613965992
2026-01-19,2,-0.016489161210876277,-0.020489161210876277,1.0,0.0691625181732601,0.028480530641822186
2026-01-20,2,0.015512939771409096,0.011512939771409098,0.9999999999999999,0.0691625181732601,0.027954340447375273
2026-01-21,2,-0.037486863308163254,-0.04148686330816326,1.0,0.06717463856284396,0.027954340447375273
2026-01-22,2,0.05313110107626361,0.0491311010762636,1.0,0.06615661267383154,0.02994659674630787
2026-01-23,2,0.06062771594489258,0.056627715944892576,0.9999999999999999,0.06689573274249924,0.02935897988370003
2026-01-26,2,-0.020891890244455105,-0.02489189024445511,1.0,0.06836264464000853,0.02989669104709888
2026-01-27,2,-0.03720137073783712,-0.04120137073783712,1.0,0.06745356972646001,0.03088383129452125
2026-01-28,2,-0.0019507803121248495,-0.005950780312124848,1.0,0.06745356972646001,0.031459589264129784
2026-01-29,2,0.04953542204798493,0.04553542204798493,1.0,0.06672430995431988,0.03151235076255553
2026-01-30,2,-0.01653311909342692,-0.02053311909342692,1.0,0.06607389718060983,0.03151235076255553
2026-02-03,2,0.07881769429318963,0.07481769429318964,1.0,0.06516144747709708,0.0319177745565836
2026-02-04,2,0.07237367379014562,0.06837367379014561,1.0,0.06543383262365639,0.0319177745565836
2026-02-05,2,-0.004776789993240466,-0.008776789993240466,1.0,0.06550118059116797,0.0319177745565836
2026-02-06,2,0.03750307889860179,0.033503078898601796,1.0,0.06465771867601608,0.03169033467173835
2026-02-09,2,0.009856408265836225,0.0058564082658362285,1.0,0.06380225588782418,0.03169033467173835
2026-02-10,2,0.11137095443712423,0.10737095443712423,1.0,0.06384365975058715,0.03232943725169045
2026-02-11,2,-0.0023608400151183713,-0.006360840015118375,1.0,0.06498497475008098,0.03232943725169045
2026-02-12,2,0.006434609678931004,0.0024346096789310038,1.0000000000000002,0.06454475065330391,0.03264633668578549
2026-02-13,2,-0.014732853978045846,-0.018732853978045846,1.0,0.06383247196527453,0.03196428105040964
2026-02-18,2,-0.03519003322349057,-0.03919003322349057,1.0,0.06304494671923422,0.03213199263986488
2026-02-19,2,-0.0006952833292309928,-0.004695283329230994,1.0,0.06257817201395667,0.03376535644350432
2026-02-20,2,0.03469013875234502,0.030690138752345025,1.0,0.061911837075720254,0.033395343058056685
2026-02-23,2,-0.17148118566073475,-0.17548118566073476,1.0,0.06198056370851706,0.03283507882648582
2026-02-24,2,-0.021358270387217496,-0.0253582703872175,1.0,0.06198056370851706,0.03876324683834521
2026-02-25,2,-0.017447889924893524,-0.02144788992489352,0.9999999999999999,0.061815000362271666,0.03996966120940772
2026-02-26,2,-0.19420280848272903,-0.19820280848272903,1.0,0.061815000362271666,0.03924222555935261
2026-02-27,2,0.15444761828164705,0.15044761828164704,1.0,0.061815000362271666,0.04523667657458442
2026-03-02,2,-0.16313163135418896,-0.16713163135418893,0.9999999999999999,0.06487764229935085,0.04460344651803891
2026-03-03,2,-0.02559814236369216,-0.029598142363692164,1.0,0.06487764229935085,0.048981192969570715
2026-03-04,2,0.04744162869373382,0.043441628693733816,1.0,0.06487764229935085,0.048307387089060384
2026-03-05,2,-0.04991416405214667,-0.05391416405214667,0.9999999999999999,0.06520583701992774,0.04761091330930684
2026-03-06,2,-0.0012016526184135332,-0.00520165261841353,1.0,0.06520583701992774,0.04786091761579178
2026-03-09,2,0.0034197650770863676,-0.0005802349229136333,1.0,0.06488561410884332,0.04782552647145105
2026-03-10,2,0.01861055554095919,0.014610555540959188,1.0,0.06434370050339434,0.04736562105362667
2026-03-11,2,-0.042672501460108314,-0.04667250146010832,1.0,0.06400837380967747,0.04668803322466375
2026-03-12,2,0.0,-0.004000000000000001,1.0000000000000002,0.06400837380967747,0.04668380497185073
2026-03-13,2,-0.013480033600133688,-0.017480033600133688,1.0,0.06400837380967747,0.04542839894326688
2026-03-16,2,0.04146458815360428,0.037464588153604275,1.0,0.06400837380967747,0.04462909939626515
2026-03-17,2,-0.019211804763171133,-0.023211804763171133,1.0,0.06416658929764521,0.044056858559698035
2026-03-25,2,0.010846402884066249,0.006846402884066248,1.0,0.06416658929764521,0.04349511099986243
2026-03-26,2,0.2014677696402148,0.19746776964021479,1.0,0.06290851853831014,0.04349511099986243
2026-03-27,2,-0.015726233242259583,-0.01972623324225959,1.0,0.06584509733433593,0.04349511099986243
2026-03-30,2,-0.019270001113482024,-0.023270001113482024,1.0,0.06535535719045496,0.04370525641283231
2026-03-31,2,0.06305804545022921,0.059058045450229205,1.0,0.06468012536038,0.043755563138922086
2026-04-01,2,-0.07985777339322542,-0.08385777339322542,1.0,0.06455993898966077,0.043755563138922086
2026-04-02,2,0.05688461696294876,0.052884616962948765,1.0,0.06455993898966077,0.04478892685952597
2026-04-06,2,0.1287722703214961,0.1247722703214961,0.9999999999999999,0.06508040101416733,0.044373727301641505
2026-04-07,2,0.021773125843810984,0.017773125843810984,1.0,0.06627632657141756,0.044373727301641505
2026-04-08,2,0.03392317111798288,0.029923171117982882,0.9999999999999998,0.06532601637524475,0.044373727301641505
2026-04-09,2,0.06024872539119375,0.056248725391193743,1.0,0.06464532380402184,0.044373727301641505
2026-04-10,2,0.035510642546436544,0.03151064254643654,1.0,0.0645021511601447,0.044373727301641505
2026-04-13,2,0.01268952122796895,0.00868952122796895,1.0,0.06389244605762058,0.044373727301641505
2026-04-14,2,-0.028328226123297447,-0.03232822612329744,1.0,0.06289032466861331,0.044373727301641505
2026-04-15,2,0.02440581340907781,0.02040581340907781,1.0,0.06250924213947649,0.04489407862037366
2026-04-16,2,-0.057744574368980534,-0.06174457436898053,1.0,0.06176403009992402,0.04489407862037366
2026-04-17,2,0.03229308005427408,0.02829308005427408,1.0,0.06176403009992402,0.04532716015155239
2026-04-20,2,-0.007228437308197687,-0.011228437308197694,1.0,0.061181926620869236,0.04532716015155239
2026-04-21,2,0.00011149434681587524,-0.0038885056531841244,1.0,0.06094168098479123,0.04542827186446866
