date,r_guard,r_obj,net_return_blend_80_20,cum_return_blend_80_20,drawdown_blend_80_20
2025-12-11,-0.00409181988329847,0.012450075278572538,-0.0007834408509242684,0.2883503027119716,-0.030026906071272563
2025-12-12,0.006190766772002468,0.028268866003201547,0.010606386618242286,0.3020150441222642,-0.019738996427771882
2025-12-15,0.00040384615384615394,-3.508959614466746e-05,0.0003160590038479897,0.3024265577001046,-0.01942917611147177
2025-12-16,0.012239436619718309,0.016288754689780506,0.01304930023373075,0.319422312883918,-0.006633413030113555
2025-12-17,0.0010357897278049366,0.006528674029814715,0.0021343665882068924,0.32223844378427224,-0.004513204577043739
2025-12-18,0.23333904987187068,0.32203942685106435,0.2510791252677094,0.6542249156449647,0.0
2025-12-19,0.06093706293706294,0.06292773892773895,0.061335198135198145,0.7556871286062301,0.0
2025-12-22,0.031128415300546445,0.029311854682233948,0.030765103176883947,0.8097010242641278,0.0
2025-12-23,0.0074038648517258145,-0.007940464522671185,0.004334998976846414,0.8175460763527107,0.0
2025-12-24,0.03929129129129129,0.05815615615615616,0.04306426426426427,0.8958173608972404,0.0
2025-12-29,0.014516436903499467,0.03126235418875928,0.01786562036055143,0.9296873141399729,0.0
2025-12-30,0.015497823653774404,0.019222113984284438,0.01624268171987641,0.9610306110024316,0.0
2026-01-02,0.029249999999999998,0.013165216236977337,0.026033043247395467,1.0120822057081242,0.0
2026-01-05,0.040373791621911924,0.06251503106294859,0.04480203951011926,1.1022275921858675,0.0
2026-01-06,0.00047524752475247524,-0.008994215558445925,-0.001418645091887205,1.099245277330183,-0.0014186450918872717
2026-01-07,0.005731253420908593,0.016870465200723918,0.007959095776871658,1.1159533715515995,0.0
2026-01-08,-0.002834194437268578,0.0027340610624905556,-0.0017205433373167513,1.1123127820761036,-0.0017205433373166379
2026-01-09,0.002402422076632916,0.011872529301374045,0.004296443521581142,1.1213882146442073,0.0
2026-01-12,0.015445666404818013,0.06352051691131044,0.0250606365061165,1.1745515535797653,0.0
2026-01-13,0.056550792171481824,0.05757779530193324,0.05675619279757211,1.2979708208029983,0.0
2026-01-14,0.025175283732660782,0.04355276186772203,0.028850779359673034,1.3642690699289526,0.0
2026-01-15,-0.041566383681169675,-0.05348840268405655,-0.04395078748174705,1.2603575824868374,-0.04395078748174708
2026-01-19,-0.010293838862559242,-0.0100766513553711,-0.010250401361121615,1.2371880100466925,-0.05375067563104352
2026-01-20,0.005757004735595895,0.010601595312376942,0.006725922850952105,1.252235164005342,-0.047386275677572254
2026-01-21,-0.020650793650793652,-0.046207184628237266,-0.025762071846282375,1.194212919895513,-0.0719275788853212
2026-01-22,0.024840239912758993,0.022397463123457504,0.0243516845548987,1.2476457007670918,-0.04932745204223532
2026-01-23,0.027318477553675988,0.010835127217964962,0.024021807486533785,1.3016382130888542,-0.026490579112461332
2026-01-26,-0.012864864864864867,-0.023780433898797446,-0.015047978671651384,1.2670032103484354,-0.04113992811462874
2026-01-27,-0.020623737373737374,-0.0631142608460242,-0.02912184206819474,1.2009839008885779,-0.06906369969357229
2026-01-28,-0.002975390156062424,0.003993857737269666,-0.001581540577396006,1.197502955539127,-0.07053601322747793
2026-01-29,0.022792947404371582,0.028102246853783736,0.023854807294254016,1.2499239650720662,-0.048363828936070496
2026-01-30,-0.01026655954671346,-0.013464743205752527,-0.010906196278521275,1.2253858526972414,-0.058742559803434125
2026-02-03,0.03721127123005662,0.04372731499084126,0.03851447998221355,1.3110954315736505,-0.022490518964873973
2026-02-04,0.03389550574328092,0.08999591618057672,0.045115587830740086,1.415361860502034,0.0
2026-02-05,-0.004358058608058608,-0.02200952095128373,-0.007888351076703633,1.3963086381691139,-0.007888351076703604
2026-02-06,0.01671666345350556,-0.022853030010924723,0.008802724760619503,1.4174026835524116,0.0
2026-02-09,0.002402925965615244,0.014586404510087124,0.004839621674509621,1.4291019979757498,0.0
2026-02-10,0.05360681486567676,0.07766249912171418,0.05841795171688425,1.5710051612088844,0.0
2026-02-11,-0.0035586486878352924,-0.00202408516523349,-0.0032517359833149325,1.5626449312128932,-0.003251735983314963
2026-02-12,0.001246753246753247,0.022871724766461612,0.00557174755069492,1.5769233418316793,0.0
2026-02-13,-0.009389475467223761,-0.014049686635424314,-0.010321517700863873,1.5503255819451942,-0.01032151770086387
2026-02-18,-0.019574257425742578,-0.020694706387537724,-0.019798347218101607,1.4998333505546362,-0.029915515927706027
2026-02-19,-0.0021274280203884832,-0.0013165499037531472,-0.001965252397061416,1.4949205470702043,-0.031821976785381345
2026-02-20,0.014981058139815285,0.07780912073774425,0.027546670659401078,1.5636473017017196,-0.00515189564021834
2026-02-23,-0.08755555555555555,-0.10755781404205908,-0.09155600725285627,1.3289299907533514,-0.09623621589847298
2026-02-24,-0.01240968626256473,-0.02114700391487635,-0.014157149793027055,1.295958980016783,-0.10903093516751128
2026-02-25,-0.010710026066501368,-0.030656106885005995,-0.014699242230202293,1.2622101228189084,-0.12212750527110072
2026-02-26,-0.09904758873149769,-0.14586607699853127,-0.10841128638490441,1.0169610133311582,-0.21729879170658584
2026-02-27,0.07700866738894908,-0.01634671105907788,0.058337591699343695,1.1346256614003658,-0.1716378881945816
2026-03-02,-0.08359017358046485,-0.15388155498835113,-0.0976484498620421,0.9261827745288838,-0.2525261643368283
2026-03-03,-0.014720411217385647,-0.04220428186870981,-0.020217185347650483,0.8872407803627815,-0.26763798141495
2026-03-04,0.02138968986619645,0.04515354141681427,0.026142460176320013,0.9365778973065426,-0.24849223650944097
2026-03-05,-0.027618022328548646,-0.05678709916179028,-0.033451837695196975,0.8717958078017383,-0.2736315522404077
2026-03-06,-0.0019999999999999983,-0.012163265306122445,-0.004032653061224488,0.8642475047074194,-0.2765607441848422
2026-03-09,-0.0002780886784330607,-0.014560796157160431,-0.0031346301741785347,0.8584037782270264,-0.2788284587053057
2026-03-10,0.007708737864077668,0.009203883495145629,0.008007766990291262,0.8732854426569452,-0.27305348504258864
2026-03-11,-0.023274250440917108,-0.0251910451157763,-0.023657609375888948,0.828967987405028,-0.290251301730615
2026-03-12,-0.002,-0.024406105172616623,-0.006481221034523325,0.8171140416135887,-0.294851339923064
2026-03-13,-0.00872645739910314,-0.02976621439239188,-0.012934408797760888,0.793610745767207,-0.3039720209556924
2026-03-16,0.01852238805970149,0.028294009405029644,0.020476712328767122,0.8303379970380673,-0.28971965625602913
2026-03-17,-0.011776536312849164,-0.017296034826045605,-0.012880436015488453,0.8067624455805011,-0.29886837677668254
2026-03-25,0.0034621848739495795,0.027155982966948333,0.00820094449254933,0.8215796041079293,-0.29311843525265713
2026-03-26,0.0997297162767546,0.22461994276456618,0.12470776157431693,1.0487447190656596,-0.2049648176148654
2026-03-27,-0.009809086937527307,-0.004299944624588447,-0.008707258474939536,1.0309057692475876,-0.2118873944445635
2026-03-30,-0.011567481884057972,-0.01462371861179928,-0.012178729229606234,1.006171917793076,-0.2214856044700626
2026-03-31,0.029425543190249072,0.035702769384109476,0.03068098842902115,1.0677232551895122,-0.19760001330898236
2026-04-01,-0.041770033191085826,-0.002196794689426275,-0.03385538549075392,0.9977196872968745,-0.2247655741761826
2026-04-02,0.025790464011691633,0.08648860200713099,0.03793009161077951,1.0734933780487026,-0.1953608613848552
2026-04-06,0.062438339438339444,0.0930216001805842,0.0685549915867884,1.2156416991360928,-0.14019883200669336
2026-04-07,0.008905253283302064,0.022170135375313964,0.011558229701704444,1.2412505948313828,-0.13026105260923282
2026-04-08,0.014965001335826875,0.026631251312023114,0.017298251331066127,1.2800203109166777,-0.11521608970485042
2026-04-09,0.02852858683926645,0.041469495385352995,0.03111676854848376,1.3509671752173138,-0.08768447355277387
2026-04-10,0.015789037811921106,0.0554597749409091,0.023723185237718707,1.4067396050027905,-0.06604144332361939
2026-04-13,0.004387884831110557,0.004687523370310358,0.004447812538950518,1.4174443315959104,-0.061887370744374226
2026-04-14,-0.016222829386763817,-0.023343029313771257,-0.017646869372165305,1.374784007261756,-0.07844212176922671
2026-04-15,0.010202380952380952,0.00818144499178982,0.009798193760262726,1.39805260110368,-0.06941251911702495
2026-04-16,-0.031216940316556044,-0.05009193870171876,-0.03499193999358859,1.314140088384391,-0.10197558040686683
2026-04-17,0.01414654002713704,0.016201052678664618,0.014557442557442556,1.3478280497909219,-0.08890264150345906
2026-04-20,-0.005076221943716534,0.037223550648996545,0.003383732574826082,1.35577247204309,-0.0858197316926762
2026-04-21,-0.00178905275515445,0.006875346812976663,-5.617284152822748e-05,1.3556401416093413,-0.08587108379601605
