model,days,omega_mar0,ulcer_index,ulcer_index_pct,max_drawdown,mean_daily_net_return,daily_volatility
v10_close10_obj,100,2.1217881968859706,0.19582285901581645,19.582285901581646,-0.48477581055700925,0.01345891640537501,0.057445047925558684
v10_close10_obj_k2_guard,100,2.1527016763051585,0.1493781826860911,14.93781826860911,-0.3424869718828517,0.011345665667117701,0.05015866022918009
v10_close10_obj_k2_w25_guard,100,2.152701676305159,0.11120961152923096,11.120961152923096,-0.26041089626915104,0.008342401225821838,0.036881367815573586
v10_gapchar,100,1.1964583222780454,0.27712911460027256,27.712911460027257,-0.5039061422138744,0.0025886436755330955,0.06325453986330408
v9d_ref,100,1.6598026692817405,0.15611068226190233,15.611068226190234,-0.29105502911569947,0.004983002748198212,0.0412314910511959
