trade_date,pick_rank,ticker,pred_proba,risk_norm,rank_daily,pred_rank,effective_threshold,score,weight,allocation_idr,entry_price,exit_price,trade_gross_return,trade_net_return,weighted_gross_return,weighted_net_return,policy_mode,exit_date,exit_cutoff_close,exit_hour_used,exit_price_match_cutoff,capital_reference_idr,pnl_gross_idr,pnl_net_idr,day_gross_return,day_net_return,day_pnl_gross_idr,day_pnl_net_idr,cum_pnl_net_idr
2025-11-20,1,GSMF,0.5199634391880356,0.3012824735900205,2.0,2,0.501160833161584,0.0131377103728636,0.25,2500000.0,105.0,116.0,0.1047619047619047,0.1007619047619047,0.0261904761904761,0.0251904761904761,threshold,2025-11-27,116.0,10,True,10000000.0,261904.76190476102,251904.761904761,0.0179745137491616,0.0159745137491616,179745.137491616,159745.137491616,1010667.297841812
2025-11-20,2,GLVA,0.5232793752408131,0.481795682910131,1.0,1,0.501160833161584,0.0114619239931904,0.25,2500000.0,426.0,412.0,-0.0328638497652582,-0.0368638497652582,-0.0082159624413145,-0.0092159624413145,threshold,2025-11-27,412.0,10,True,10000000.0,-82159.62441314501,-92159.624413145,0.0179745137491616,0.0159745137491616,179745.137491616,159745.137491616,1010667.297841812
2025-11-21,1,IFSH,0.5329233932641352,0.4973959579210481,1.0,1,0.5056621327598839,0.0137016197216039,0.25,2500000.0,785.0,810.0,0.0318471337579617,0.0278471337579617,0.0079617834394904,0.0069617834394904,threshold,2025-11-26,810.0,10,True,10000000.0,79617.83439490401,69617.834394904,0.0011124683709973007,-0.0008875316290026993,11124.683709973018,-8875.316290026996,1001791.981551785
2025-11-21,2,MITI,0.5285835596416434,0.527144892375764,2.0,2,0.5056621327598839,0.0108385137750754,0.25,2500000.0,292.0,284.0,-0.0273972602739726,-0.0313972602739726,-0.0068493150684931,-0.0078493150684931,threshold,2025-12-03,284.0,10,True,10000000.0,-68493.150684931,-78493.150684931,0.0011124683709973007,-0.0008875316290026993,11124.683709973018,-8875.316290026996,1001791.981551785
2025-11-24,1,PGLI,0.5299063760326147,0.286399912814597,1.0,1,0.5047295539503942,0.0179661824329239,0.25,2500000.0,356.0,404.0,0.1348314606741573,0.1308314606741573,0.0337078651685393,0.0327078651685393,threshold,2025-11-25,404.0,10,True,10000000.0,337078.65168539295,327078.651685393,0.0310340683770955,0.029034068377095504,310340.68377095496,290340.683770955,1292132.66532274
2025-11-24,2,PDPP,0.5278059963669082,0.4824777471386942,2.0,2,0.5047295539503942,0.0119425724674185,0.25,2500000.0,374.0,370.0,-0.0106951871657754,-0.0146951871657754,-0.0026737967914438,-0.0036737967914438,threshold,2025-11-26,370.0,10,True,10000000.0,-26737.967914438,-36737.967914438,0.0310340683770955,0.029034068377095504,310340.68377095496,290340.683770955,1292132.66532274
2025-11-25,1,CBUT,0.5162331209555052,0.2806830098793192,1.0,1,0.4812564518090391,0.0251593123748828,0.25,2500000.0,1445.0,1580.0,0.0934256055363321,0.0894256055363321,0.023356401384083,0.022356401384083,threshold,2025-11-27,1580.0,10,True,10000000.0,233564.01384083,223564.01384082998,0.0386865900633282,0.0366865900633282,386865.900633282,366865.900633282,1658998.5659560221
2025-11-25,2,LION,0.5098940286266587,0.3987164546562886,2.0,2,0.4812564518090391,0.0172193037189511,0.25,2500000.0,424.0,450.0,0.0613207547169811,0.0573207547169811,0.0153301886792452,0.0143301886792452,threshold,2025-12-02,450.0,10,True,10000000.0,153301.886792452,143301.88679245202,0.0386865900633282,0.0366865900633282,386865.900633282,366865.900633282,1658998.5659560221
2025-11-26,1,RANC,0.5111083326373171,0.1365465493249482,1.0,1,0.4772451596673212,0.0292392735517491,0.25,2500000.0,925.0,885.0,-0.0432432432432432,-0.0472432432432432,-0.0108108108108108,-0.0118108108108108,threshold,2025-12-03,885.0,10,True,10000000.0,-108108.10810810799,-118108.108108108,-0.0108108108108108,-0.0128108108108108,-108108.10810810799,-128108.108108108,1530890.4578479142
2025-11-26,2,HELI,0.5086804084441244,0.5400966240633638,2.0,2,0.4772451596673212,0.0144571770358598,0.25,2500000.0,232.0,232.0,0.0,-0.004,0.0,-0.001,threshold,2025-12-01,232.0,10,True,10000000.0,0.0,-10000.0,-0.0108108108108108,-0.0128108108108108,-108108.10810810799,-128108.108108108,1530890.4578479142
2025-11-27,1,BBSS,0.5065598973265651,0.4066625092844411,1.0,1,0.4815689771871338,0.0148280498462031,0.25,2500000.0,364.0,386.0,0.0604395604395604,0.0564395604395604,0.0151098901098901,0.0141098901098901,threshold,2025-12-04,386.0,10,True,10000000.0,151098.901098901,141098.901098901,0.028746253746253697,0.026746253746253702,287462.537462537,267462.537462537,1798352.9953104511
2025-11-27,2,BCAP,0.5043347876626242,0.5779995824945441,2.0,2,0.4815689771871338,0.009607181525507,0.25,2500000.0,55.0,58.0,0.0545454545454545,0.0505454545454545,0.0136363636363636,0.0126363636363636,threshold,2025-12-18,58.0,10,True,10000000.0,136363.636363636,126363.636363636,0.028746253746253697,0.026746253746253702,287462.537462537,267462.537462537,1798352.9953104511
2025-11-28,1,PTSP,0.5169470696635051,0.4973959579210481,1.0,1,0.4792977125576352,0.0189227190630841,0.25,2500000.0,1040.0,1030.0,-0.0096153846153846,-0.0136153846153846,-0.0024038461538461,-0.0034038461538461,threshold,2025-12-03,1030.0,10,True,10000000.0,-24038.461538461,-34038.461538461,0.0031517094017094,0.0011517094017094004,31517.094017094,11517.094017094001,1809870.0893275451
2025-11-28,2,KDSI,0.5098356179771831,0.4973959579210481,2.0,2,0.4792977125576352,0.0153484747004895,0.25,2500000.0,450.0,460.0,0.0222222222222222,0.0182222222222222,0.0055555555555555,0.0045555555555555,threshold,2025-12-02,460.0,10,True,10000000.0,55555.555555555,45555.555555555,0.0031517094017094,0.0011517094017094004,31517.094017094,11517.094017094001,1809870.0893275451
2025-12-01,1,SMDM,0.5101906456617448,0.3611679958935419,1.0,1,0.4820811144577807,0.0179572681535213,0.25,2500000.0,830.0,860.0,0.036144578313253,0.032144578313253,0.0090361445783132,0.0080361445783132,threshold,2025-12-03,860.0,10,True,10000000.0,90361.445783132,80361.445783132,0.0162200526242902,0.0142200526242902,162200.526242902,142200.526242902,1952070.6155704472
2025-12-01,2,LRNA,0.507754067120961,0.5943365862016476,2.0,2,0.4820811144577807,0.0104145776196292,0.25,2500000.0,174.0,179.0,0.028735632183908,0.024735632183908,0.007183908045977,0.006183908045977,threshold,2025-12-02,179.0,9,True,10000000.0,71839.08045977,61839.080459770004,0.0162200526242902,0.0142200526242902,162200.526242902,142200.526242902,1952070.6155704472
2025-12-02,1,KEJU,0.5048021059361744,0.4045925958005628,1.0,1,0.4743795857657947,0.0181137937638507,0.25,2500000.0,675.0,625.0,-0.074074074074074,-0.078074074074074,-0.0185185185185185,-0.0195185185185185,threshold,2025-12-16,625.0,10,True,10000000.0,-185185.185185185,-195185.18518518502,-0.003955411722402,-0.005955411722402002,-39554.11722401998,-59554.11722402004,1892516.4983464272
2025-12-02,2,JAST,0.5033753756818858,0.526873646499497,2.0,2,0.4743795857657947,0.0137186723498668,0.25,2500000.0,103.0,109.0,0.058252427184466,0.054252427184466,0.0145631067961165,0.0135631067961165,threshold,2025-12-11,109.0,10,True,10000000.0,145631.067961165,135631.06796116498,-0.003955411722402,-0.005955411722402002,-39554.11722401998,-59554.11722402004,1892516.4983464272
2025-12-03,1,MAXI,0.5073454133182529,0.4001136160830392,2.0,2,0.4783549538550426,0.0173909818954764,0.25,2500000.0,52.0,54.0,0.0384615384615384,0.0344615384615384,0.0096153846153846,0.0086153846153846,threshold,2025-12-05,54.0,10,True,10000000.0,96153.846153846,86153.846153846,0.0541069100391134,0.0521069100391134,541069.1003911339,521069.100391134,2413585.598737561
2025-12-03,2,IPOL,0.5145389446939059,0.563748241584655,1.0,1,0.4783549538550426,0.0157853296299388,0.25,2500000.0,118.0,139.0,0.1779661016949152,0.1739661016949152,0.0444915254237288,0.0434915254237288,threshold,2025-12-04,139.0,10,True,10000000.0,444915.25423728797,434915.25423728797,0.0541069100391134,0.0521069100391134,541069.1003911339,521069.100391134,2413585.598737561
2025-12-04,1,ALKA,0.5136027716246528,0.2671874624065988,2.0,2,0.4804685392578421,0.0242811809019319,0.25,2500000.0,350.0,358.0,0.0228571428571428,0.0188571428571428,0.0057142857142857,0.0047142857142857,threshold,2025-12-09,358.0,10,True,10000000.0,57142.85714285701,47142.85714285701,0.0183954451345755,0.016395445134575498,183954.45134575502,163954.451345755,2577540.050083316
2025-12-04,2,EURO,0.5142263323047704,0.4436189238390238,1.0,1,0.4804685392578421,0.0187821972242694,0.25,2500000.0,276.0,290.0,0.0507246376811594,0.0467246376811594,0.0126811594202898,0.0116811594202898,threshold,2025-12-16,290.0,10,True,10000000.0,126811.594202898,116811.59420289799,0.0183954451345755,0.016395445134575498,183954.45134575502,163954.451345755,2577540.050083316
2025-12-05,1,BUKK,0.5021086559689187,0.4008257906684377,2.0,2,0.4803477342133234,0.0130385830872348,0.25,2500000.0,2100.0,1900.0,-0.0952380952380952,-0.0992380952380952,-0.0238095238095238,-0.0248095238095238,threshold,2025-12-16,1900.0,10,True,10000000.0,-238095.23809523802,-248095.238095238,-0.0211779448621554,-0.023177944862155398,-211779.448621554,-231779.44862155398,2345760.601461762
2025-12-05,2,YOII,0.503646750141166,0.4665659636047327,1.0,1,0.4803477342133234,0.0124284881104267,0.25,2500000.0,95.0,96.0,0.0105263157894736,0.0065263157894736,0.0026315789473684,0.0016315789473684,threshold,2025-12-15,96.0,10,True,10000000.0,26315.789473684003,16315.789473683999,-0.0211779448621554,-0.023177944862155398,-211779.448621554,-231779.44862155398,2345760.601461762
2025-12-08,1,SMMT,0.5047081546394825,0.45489473292776,1.0,1,0.4775595710943238,0.0147988358840167,0.25,2500000.0,1430.0,1420.0,-0.0069930069930069,-0.0109930069930069,-0.0017482517482517,-0.0027482517482517,threshold,2025-12-09,1420.0,10,True,10000000.0,-17482.517482517,-27482.517482517,-0.0017482517482517,-0.0037482517482517,-17482.517482517,-37482.517482516996,2308278.0839792453
2025-12-08,2,BNBA,0.5015597956893993,0.4973959579210481,2.0,2,0.4775595710943238,0.0120626098922876,0.25,2500000.0,645.0,645.0,0.0,-0.004,0.0,-0.001,threshold,2025-12-10,645.0,10,True,10000000.0,0.0,-10000.0,-0.0017482517482517,-0.0037482517482517,-17482.517482517,-37482.517482516996,2308278.0839792453
2025-12-09,1,LINK,0.5019834519884396,0.3424880736936588,1.0,1,0.4781647313272327,0.0156610929041028,0.25,2500000.0,4400.0,4380.0,-0.0045454545454545,-0.0085454545454545,-0.0011363636363636,-0.0021363636363636,threshold,2025-12-11,4380.0,10,True,10000000.0,-11363.636363636,-21363.636363636,0.0010003885003885,-0.0009996114996114998,10003.885003885,-9996.114996114999,2298281.96898313
2025-12-09,2,PDES,0.5014382614830398,0.4531473842502765,2.0,2,0.4781647313272327,0.0127271908434332,0.25,2500000.0,585.0,590.0,0.0085470085470085,0.0045470085470085,0.0021367521367521,0.0011367521367521,threshold,2025-12-10,590.0,10,True,10000000.0,21367.521367521,11367.521367521002,0.0010003885003885,-0.0009996114996114998,10003.885003885,-9996.114996114999,2298281.96898313
2025-12-10,1,KMDS,0.523410562425067,0.4973959579210481,1.0,1,0.5051261275893711,0.0091898308555499,0.25,2500000.0,695.0,695.0,0.0,-0.004,0.0,-0.001,threshold,2025-12-12,695.0,10,True,10000000.0,0.0,-10000.0,-0.0078125,-0.009812499999999998,-78125.0,-98124.99999999999,2200156.96898313
2025-12-10,2,SRSN,0.5175269475018613,0.5135092620252487,2.0,2,0.5051261275893711,0.0060328840307193,0.25,2500000.0,64.0,62.0,-0.03125,-0.03525,-0.0078125,-0.0088125,threshold,2025-12-12,62.0,10,True,10000000.0,-78125.0,-88124.99999999999,-0.0078125,-0.009812499999999998,-78125.0,-98124.99999999999,2200156.96898313
2025-12-11,1,BHAT,0.5144284687473879,0.6928626416322364,1.0,1,0.4832711882689009,0.0095695648200859,0.25,2500000.0,1465.0,1500.0,0.0238907849829351,0.0198907849829351,0.0059726962457337,0.0049726962457337,threshold,2025-12-12,1500.0,10,True,10000000.0,59726.962457337,49726.962457337,-0.0020918198832985003,-0.0040918198832984995,-20918.198832985006,-40918.19883298499,2159238.770150145
2025-12-11,2,MREI,0.5048755353280531,0.6908461195933902,2.0,2,0.4832711882689009,0.006679067726988,0.25,2500000.0,930.0,900.0,-0.032258064516129,-0.036258064516129,-0.0080645161290322,-0.0090645161290322,threshold,2025-12-15,900.0,10,True,10000000.0,-80645.16129032201,-90645.161290322,-0.0020918198832985003,-0.0040918198832984995,-20918.198832985006,-40918.19883298499,2159238.770150145
2025-12-12,1,PORT,0.5085101627470315,0.4973959579210481,1.0,1,0.4805526141315255,0.0140515769407721,0.25,2500000.0,1035.0,1030.0,-0.0048309178743961,-0.0088309178743961,-0.001207729468599,-0.002207729468599,threshold,2025-12-15,1030.0,10,True,10000000.0,-12077.294685989998,-22077.29468599,0.0081907667720025,0.0061907667720025004,81907.667720025,61907.66772002501,2221146.43787017
2025-12-12,2,KMDS,0.5015378035201538,0.4973959579210481,2.0,2,0.4805526141315255,0.0105472410105168,0.25,2500000.0,665.0,690.0,0.037593984962406,0.033593984962406,0.0093984962406015,0.0083984962406015,threshold,2025-12-15,690.0,10,True,10000000.0,93984.962406015,83984.96240601501,0.0081907667720025,0.0061907667720025004,81907.667720025,61907.66772002501,2221146.43787017
2025-12-15,1,JAYA,0.4966951611983857,0.3580961258072602,1.0,1,0.4736038948150608,0.0148223733514728,0.25,2500000.0,104.0,105.0,0.0096153846153846,0.0056153846153846,0.0024038461538461,0.0014038461538461,threshold,2025-12-16,105.0,10,True,10000000.0,24038.461538461,14038.461538460999,0.0024038461538461,0.00040384615384609994,24038.461538461,4038.461538460999,2225184.899408631
2025-12-15,2,TOTO,0.4896356653512377,0.5275405702517046,2.0,2,0.4736038948150608,0.0075743611653776,0.25,2500000.0,272.0,272.0,0.0,-0.004,0.0,-0.001,threshold,2025-12-22,272.0,10,True,10000000.0,0.0,-10000.0,0.0024038461538461,0.00040384615384609994,24038.461538461,4038.461538460999,2225184.899408631
2025-12-16,1,IDPR,0.5181681320180619,0.2935975677209219,1.0,1,0.4814450616564313,0.0259412662242115,0.25,2500000.0,284.0,282.0,-0.0070422535211267,-0.0110422535211267,-0.0017605633802816,-0.0027605633802816,threshold,2025-12-19,282.0,10,True,10000000.0,-17605.633802816,-27605.633802816003,0.014239436619718401,0.0122394366197184,142394.366197184,122394.36619718399,2347579.265605815
2025-12-16,2,SICO,0.5061501799248721,0.5198135998486288,2.0,2,0.4814450616564313,0.0118630618066364,0.25,2500000.0,125.0,133.0,0.064,0.06,0.016,0.015,threshold,2026-01-09,133.0,10,True,10000000.0,160000.0,150000.0,0.014239436619718401,0.0122394366197184,142394.366197184,122394.36619718399,2347579.265605815
2025-12-17,1,MASB,0.5151031986928211,0.4973959579210481,1.0,1,0.4792462741146895,0.018021835229489,0.25,2500000.0,3150.0,3320.0,0.0539682539682539,0.0499682539682539,0.0134920634920634,0.0124920634920634,threshold,2025-12-18,3320.0,9,True,10000000.0,134920.634920634,124920.634920634,0.0030357897278049002,0.0010357897278049002,30357.897278049,10357.897278049,2357937.1628838643
2025-12-17,2,CASS,0.5062441961037756,0.4610479648303232,2.0,2,0.4792462741146895,0.01455058500137,0.25,2500000.0,2630.0,2520.0,-0.0418250950570342,-0.0458250950570342,-0.0104562737642585,-0.0114562737642585,threshold,2026-01-05,2520.0,10,True,10000000.0,-104562.73764258501,-114562.737642585,0.0030357897278049002,0.0010357897278049002,30357.897278049,10357.897278049,2357937.1628838643
2025-12-18,1,MCAS,0.5097054494040207,0.2970597531116947,1.0,1,0.4778537814049151,0.0223898193670956,0.25,2500000.0,570.0,575.0,0.0087719298245614,0.0047719298245614,0.0021929824561403,0.0011929824561403,threshold,2025-12-29,575.0,10,True,10000000.0,21929.824561403,11929.824561403,0.2353390498718706,0.2333390498718706,2353390.498718706,2333390.498718706,4691327.66160257
2025-12-18,2,KOCI,0.5092312923438658,0.5398748074110246,2.0,2,0.4778537814049151,0.0144375832637473,0.25,2500000.0,89.0,172.0,0.9325842696629212,0.9285842696629212,0.2331460674157303,0.2321460674157303,threshold,2026-01-30,172.0,9,True,10000000.0,2331460.674157303,2321460.674157303,0.2353390498718706,0.2333390498718706,2353390.498718706,2333390.498718706,4691327.66160257
2025-12-19,1,HBAT,0.5119232313702886,0.6189192670242049,1.0,1,0.4848791230279955,0.0103059886297578,0.25,2500000.0,286.0,358.0,0.2517482517482518,0.2477482517482517,0.0629370629370629,0.0619370629370629,threshold,2025-12-30,358.0,10,True,10000000.0,629370.629370629,619370.629370629,0.0629370629370629,0.0609370629370629,629370.629370629,609370.629370629,5300698.290973199
2025-12-19,2,INTD,0.5015597956893993,0.4973959579210481,2.0,2,0.4848791230279955,0.0083837735042174,0.25,2500000.0,216.0,216.0,0.0,-0.004,0.0,-0.001,threshold,2025-12-23,216.0,9,True,10000000.0,0.0,-10000.0,0.0629370629370629,0.0609370629370629,629370.629370629,609370.629370629,5300698.290973199
2025-12-22,1,PURI,0.5077523073930372,0.5255429963521003,1.0,1,0.4854214087569143,0.0105950512556598,0.25,2500000.0,244.0,256.0,0.0491803278688524,0.0451803278688524,0.0122950819672131,0.0112950819672131,threshold,2026-01-09,256.0,10,True,10000000.0,122950.81967213101,112950.819672131,0.0331284153005464,0.0311284153005464,331284.153005464,311284.153005464,5611982.443978663
2025-12-22,2,NRCA,0.5056109324715895,0.4969267762965792,2.0,2,0.4854214087569143,0.0101568087801782,0.25,2500000.0,1560.0,1690.0,0.0833333333333333,0.0793333333333333,0.0208333333333333,0.0198333333333333,threshold,2026-01-02,1690.0,10,True,10000000.0,208333.33333333302,198333.333333333,0.0331284153005464,0.0311284153005464,331284.153005464,311284.153005464,5611982.443978663
2025-12-23,1,GUNA,0.5096261843531739,0.511493632109333,2.0,2,0.4832781413234978,0.012871186801454,0.25,2500000.0,272.0,262.0,-0.0367647058823529,-0.0407647058823529,-0.0091911764705882,-0.0101911764705882,threshold,2025-12-29,262.0,10,True,10000000.0,-91911.76470588199,-101911.764705882,0.009403864851725802,0.007403864851725801,94038.64851725804,74038.648517258,5686021.09249592
2025-12-23,2,JATI,0.5116007746995879,0.5833311408928711,1.0,1,0.4832781413234978,0.0118011593357249,0.25,2500000.0,121.0,130.0,0.0743801652892562,0.0703801652892562,0.018595041322314,0.017595041322314,threshold,2026-01-14,130.0,10,True,10000000.0,185950.41322314003,175950.41322314,0.009403864851725802,0.007403864851725801,94038.64851725804,74038.648517258,5686021.09249592
2025-12-24,1,KJEN,0.5349554816183306,0.4973959579210481,1.0,1,0.5091585804410865,0.0129656268047941,0.25,2500000.0,198.0,220.0,0.1111111111111111,0.1071111111111111,0.0277777777777777,0.0267777777777777,threshold,2025-12-30,220.0,10,True,10000000.0,277777.777777777,267777.777777777,0.0412912912912912,0.0392912912912912,412912.91291291197,392912.91291291197,6078934.005408832
2025-12-24,2,AKPI,0.5307994095906904,0.4996880540583812,2.0,2,0.5091585804410865,0.0108271653436284,0.25,2500000.0,555.0,585.0,0.054054054054054,0.050054054054054,0.0135135135135135,0.0125135135135135,threshold,2026-01-05,585.0,10,True,10000000.0,135135.135135135,125135.135135135,0.0412912912912912,0.0392912912912912,412912.91291291197,392912.91291291197,6078934.005408832
2025-12-29,1,BBLD,0.5291410660266164,0.4973959579210481,1.0,1,0.498927467752213,0.0151854766184647,0.25,2500000.0,920.0,900.0,-0.0217391304347826,-0.0257391304347826,-0.0054347826086956,-0.0064347826086956,threshold,2026-01-06,900.0,10,True,10000000.0,-54347.826086955996,-64347.826086956,0.0165164369034995,0.014516436903499498,165164.369034995,145164.36903499498,6224098.374443827
2025-12-29,2,ISSP,0.5285235681879668,0.5851469438479532,2.0,2,0.498927467752213,0.0122780327159553,0.25,2500000.0,410.0,446.0,0.0878048780487804,0.0838048780487804,0.0219512195121951,0.0209512195121951,threshold,2026-01-13,446.0,10,True,10000000.0,219512.195121951,209512.195121951,0.0165164369034995,0.014516436903499498,165164.369034995,145164.36903499498,6224098.374443827
2025-12-30,1,LPIN,0.5202408087408475,0.4188848654250052,2.0,2,0.5010776866424241,0.0111359802771023,0.25,2500000.0,430.0,444.0,0.0325581395348837,0.0285581395348837,0.0081395348837209,0.0071395348837209,threshold,2026-01-09,444.0,10,True,10000000.0,81395.348837209,71395.34883720899,0.0174978236537743,0.0154978236537743,174978.236537743,154978.236537743,6379076.610981571
2025-12-30,2,APLI,0.5219423076782502,0.4973959579210481,1.0,1,0.5010776866424241,0.0104866428690517,0.25,2500000.0,374.0,388.0,0.0374331550802139,0.0334331550802139,0.0093582887700534,0.0083582887700534,threshold,2026-01-05,388.0,9,True,10000000.0,93582.887700534,83582.887700534,0.0174978236537743,0.0154978236537743,174978.236537743,154978.236537743,6379076.610981571
2026-01-02,1,IKPM,0.5228853515113969,0.4973959579210481,1.0,1,0.4974414491145262,0.0127882081909295,0.25,2500000.0,218.0,218.0,0.0,-0.004,0.0,-0.001,threshold,2026-01-09,218.0,10,True,10000000.0,0.0,-10000.0,0.03125,0.029249999999999998,312500.0,292500.0,6671576.610981571
2026-01-02,2,AGRS,0.5172032064331935,0.5214641108794679,2.0,2,0.4974414491145262,0.0094567101090726,0.25,2500000.0,80.0,90.0,0.125,0.121,0.03125,0.03025,threshold,2026-01-06,90.0,10,True,10000000.0,312500.0,302500.0,0.03125,0.029249999999999998,312500.0,292500.0,6671576.610981571
2026-01-05,1,CASS,0.5054080868117602,0.3127554998793818,1.0,1,0.4786253659868571,0.0184062775851805,0.25,2500000.0,2450.0,2530.0,0.0326530612244898,0.0286530612244898,0.0081632653061224,0.0071632653061224,threshold,2026-01-07,2530.0,10,True,10000000.0,81632.65306122399,71632.653061224,0.0423737916219118,0.0403737916219118,423737.916219118,403737.91621911793,7075314.527200689
2026-01-05,2,VISI,0.5039191586768665,0.5970790118135259,2.0,2,0.4786253659868571,0.0101913999456424,0.25,2500000.0,190.0,216.0,0.1368421052631579,0.1328421052631579,0.0342105263157894,0.0332105263157894,threshold,2026-01-07,216.0,10,True,10000000.0,342105.263157894,332105.26315789396,0.0423737916219118,0.0403737916219118,423737.916219118,403737.91621911793,7075314.527200689
2026-01-06,1,SKRN,0.5052774780132188,0.4973959579210481,1.0,1,0.4787237756104359,0.0133459981598002,0.25,2500000.0,505.0,510.0,0.0099009900990099,0.0059009900990099,0.0024752475247524,0.0014752475247524,threshold,2026-01-07,510.0,10,True,10000000.0,24752.475247524,14752.475247524,0.0024752475247524,0.0004752475247524,24752.475247524,4752.475247524,7080067.002448212
2026-01-06,2,SKLT,0.4997946044573282,0.526917750122158,2.0,2,0.4787237756104359,0.0099682351176787,0.25,2500000.0,244.0,244.0,0.0,-0.004,0.0,-0.001,threshold,2026-01-07,244.0,10,True,10000000.0,0.0,-10000.0,0.0024752475247524,0.0004752475247524,24752.475247524,4752.475247524,7080067.002448212
2026-01-07,1,PTIS,0.5249411195421301,0.4973959579210481,1.0,1,0.4986982709673955,0.0131897617693274,0.25,2500000.0,348.0,356.0,0.0229885057471264,0.0189885057471264,0.0057471264367816,0.0047471264367816,threshold,2026-01-15,356.0,10,True,10000000.0,57471.264367815995,47471.264367816,0.0077312534209084995,0.0057312534209085,77312.53420908499,57312.534209085,7137379.536657297
