date,positions,gross_return,net_return,exposure
2026-03-04,2,0.023389689866196453,0.02138968986619645,0.5
2026-03-05,2,-0.025618022328548644,-0.027618022328548646,0.5
2026-03-06,2,0.0,-0.0019999999999999983,0.5
2026-03-09,2,0.0017219113215669393,-0.0002780886784330607,0.5
2026-03-10,2,0.009708737864077669,0.007708737864077668,0.5
2026-03-11,2,-0.021274250440917106,-0.023274250440917108,0.5
2026-03-12,2,0.0,-0.002,0.5
2026-03-13,2,-0.006726457399103139,-0.00872645739910314,0.5
2026-03-16,2,0.020522388059701493,0.01852238805970149,0.5
2026-03-17,2,-0.009776536312849162,-0.011776536312849164,0.5
2026-03-25,2,0.0054621848739495795,0.0034621848739495795,0.5
2026-03-26,2,0.1017297162767546,0.0997297162767546,0.5
2026-03-27,2,-0.007809086937527306,-0.009809086937527307,0.5
2026-03-30,2,-0.00956748188405797,-0.011567481884057972,0.5
2026-03-31,2,0.031425543190249074,0.029425543190249072,0.5
2026-04-01,2,-0.039770033191085824,-0.041770033191085826,0.5
2026-04-02,2,0.027790464011691635,0.025790464011691633,0.5
2026-04-06,2,0.06443833943833945,0.062438339438339444,0.5
2026-04-07,2,0.010905253283302064,0.008905253283302064,0.5
2026-04-08,2,0.016965001335826877,0.014965001335826875,0.5
2026-04-09,2,0.03052858683926645,0.02852858683926645,0.5
2026-04-10,2,0.017789037811921107,0.015789037811921106,0.5
2026-04-13,2,0.006387884831110557,0.004387884831110557,0.5
2026-04-14,2,-0.014222829386763815,-0.016222829386763817,0.5
2026-04-15,2,0.012202380952380952,0.010202380952380952,0.5
2026-04-16,2,-0.029216940316556042,-0.031216940316556044,0.5
2026-04-17,2,0.01614654002713704,0.01414654002713704,0.5
2026-04-20,2,-0.0030762219437165325,-0.005076221943716534,0.5
2026-04-21,2,0.00021094724484555004,-0.00178905275515445,0.5
