date,positions,gross_return,net_return,exposure
2025-11-13,2,0.03719549799568301,0.03519549799568301,0.5
2025-11-14,2,0.012297160243407709,0.010297160243407707,0.5
2025-11-17,2,0.0020325203252032522,3.2520325203252206e-05,0.5
2025-11-18,2,0.0007088275242686414,-0.00035005091419648715,0.2647196096162821
2025-11-19,2,0.04151785714285714,0.03951785714285714,0.5
2025-11-20,2,0.017974513749161636,0.015974513749161635,0.5
2025-11-21,2,0.0011124683709972955,-0.0008875316290027054,0.5
2025-11-24,2,0.031034068377095474,0.029034068377095473,0.5
2025-11-25,2,0.03346822309371848,0.03180862118527457,0.4149004771109779
2025-11-26,2,-0.0080060055043727,-0.009325254909802138,0.3298123513573594
2025-11-27,2,0.010548671239368501,0.00982235890675588,0.1815780831531556
2025-11-28,2,0.0012389753191846369,-0.00041673254596090534,0.4139269662863856
2025-12-01,2,0.009852576848346936,0.008656262662833217,0.2990785463784297
2025-12-02,2,-0.002651462078307607,-0.0031966275195116213,0.13629136030100336
2025-12-03,2,0.04783258677980479,0.04637362957899419,0.3647393002026462
2025-12-04,2,0.01839544513457557,0.016395445134575568,0.5
2025-12-05,2,-0.021177944862155386,-0.023177944862155388,0.5
2025-12-08,2,-0.0017482517482517483,-0.003748251748251748,0.5
2025-12-09,2,0.0010003885003885007,-0.0009996114996114994,0.5
2025-12-10,2,-0.0078125,-0.009812500000000002,0.5
2025-12-11,2,-0.002091819883298469,-0.00409181988329847,0.5
2025-12-12,2,0.00819076677200247,0.006190766772002468,0.5
2025-12-15,2,0.002403846153846154,0.00040384615384615394,0.5
2025-12-16,2,0.01423943661971831,0.012239436619718309,0.5
2025-12-17,2,0.0030357897278049384,0.0010357897278049366,0.5
2025-12-18,2,0.23533904987187068,0.23333904987187068,0.5
2025-12-19,2,0.06293706293706294,0.06093706293706294,0.5
2025-12-22,2,0.03312841530054644,0.031128415300546445,0.5
2025-12-23,2,0.009403864851725815,0.0074038648517258145,0.5
2025-12-24,2,0.04129129129129129,0.03929129129129129,0.5
2025-12-29,2,0.01651643690349947,0.014516436903499467,0.5
2025-12-30,2,0.017497823653774405,0.015497823653774404,0.5
2026-01-02,2,0.03125,0.029249999999999998,0.5
2026-01-05,2,0.042373791621911926,0.040373791621911924,0.5
2026-01-06,2,0.0024752475247524753,0.00047524752475247524,0.5
2026-01-07,2,0.007731253420908593,0.005731253420908593,0.5
2026-01-08,2,-0.0008341944372685782,-0.002834194437268578,0.5
2026-01-09,2,0.004402422076632917,0.002402422076632916,0.5
2026-01-12,2,0.017445666404818014,0.015445666404818013,0.5
2026-01-13,2,0.058550792171481826,0.056550792171481824,0.5
2026-01-14,2,0.027175283732660784,0.025175283732660782,0.5
2026-01-15,2,-0.03956638368116967,-0.041566383681169675,0.5
2026-01-19,2,-0.008293838862559242,-0.010293838862559242,0.5
2026-01-20,2,0.0077570047355958955,0.005757004735595895,0.5
2026-01-21,2,-0.01865079365079365,-0.020650793650793652,0.5
2026-01-22,2,0.026840239912758995,0.024840239912758993,0.5
2026-01-23,2,0.02931847755367599,0.027318477553675988,0.5
2026-01-26,2,-0.010864864864864866,-0.012864864864864867,0.5
2026-01-27,2,-0.018623737373737376,-0.020623737373737374,0.5
2026-01-28,2,-0.0009753901560624247,-0.002975390156062424,0.5
2026-01-29,2,0.024792947404371584,0.022792947404371582,0.5
2026-01-30,2,-0.00826655954671346,-0.01026655954671346,0.5
2026-02-03,2,0.03921127123005661,0.03721127123005662,0.5
2026-02-04,2,0.035895505743280924,0.03389550574328092,0.5
2026-02-05,2,-0.0023580586080586084,-0.004358058608058608,0.5
2026-02-06,2,0.01871666345350556,0.01671666345350556,0.5
2026-02-09,2,0.004402925965615244,0.002402925965615244,0.5
2026-02-10,2,0.055606814865676764,0.05360681486567676,0.5
2026-02-11,2,-0.0015586486878352915,-0.0035586486878352924,0.5
2026-02-12,2,0.003246753246753247,0.001246753246753247,0.5
2026-02-13,2,-0.007389475467223759,-0.009389475467223761,0.5
2026-02-18,2,-0.017574257425742576,-0.019574257425742578,0.5
2026-02-19,2,-0.00012742802038848318,-0.0021274280203884832,0.5
2026-02-20,2,0.016981058139815285,0.014981058139815285,0.5
2026-02-23,2,-0.08555555555555555,-0.08755555555555555,0.5
2026-02-24,2,-0.010409686262564728,-0.01240968626256473,0.5
2026-02-25,2,-0.008710026066501366,-0.010710026066501368,0.5
2026-02-26,2,-0.09704758873149769,-0.09904758873149769,0.5
2026-02-27,2,0.07900866738894909,0.07700866738894908,0.5
2026-03-02,2,-0.08159017358046484,-0.08359017358046485,0.5
2026-03-03,2,-0.012720411217385647,-0.014720411217385647,0.5
