feature,importance_gain,importance_split
close_to_vwap,14434.130494117737,101
pre14_tick_pct,12749.556031703949,46
last_hour_above_vwap,12556.34931564331,38
close_range_pct,10263.14566898346,56
pre14_range_pct,6823.113166809082,42
close_drive,6761.94331741333,63
pre14_spread_cost_est,6408.7194657325745,16
pre14_close_vs_orb_mid,4673.218055725098,32
pre14_close_to_vwap,3767.491756439209,39
pre14_close_vs_open9,3161.2896995544434,22
vix_prev_close,2662.4340777397156,37
pre14_close_vs_orb_low,2619.8096208572388,25
ihsg_prev_close,2528.2669410705566,22
pre14_vwap,2404.721878051758,16
ihsg_ma_200,1862.7575154304504,30
ihsg_close_ma20_ratio,1770.7102873325348,24
pre14_turnover_until14,1752.0028725862503,32
usdidr_prev_close,1638.2772546857595,24
pre14_pm_close_near_high,1522.1215953826904,24
pre14_am_turnover,1393.1756887435913,28
pre14_vwap_trend,1211.690013408661,11
pre14_market_cost_est,901.4949951171875,1
vol_above_vwap_pct,829.2933044433594,10
ihsg_prev_return,746.2505254745483,18
pre14_pm_high_close_spread,694.1953067779541,14
pre14_pm_drive,691.8971977233887,10
nasdaq_prev_return,686.6838955879211,19
pre14_pm_high_breakout_strength,675.5720062255859,3
pre14_pm_turnover,668.9952049255371,14
usdidr_5d_return,599.118574142456,17
pre14_orb_body_pct,593.9691545963287,13
pre14_orb_position,532.5118923187256,4
pre14_close_above_vwap,497.45701599121094,3
vwap_trend,490.2408638000488,14
pre14_pm_open_to_vwap_am,467.71310234069824,11
ihsg_ma_20,465.61509704589844,12
ihsg_ma_5,432.80590057373047,7
nikkei_prev_return,422.7152051925659,8
pre14_orb_range_pct,407.0463008880615,13
pre14_volume_until14,346.5479006767273,11
pre14_pm_volume,346.5092945098877,6
pre14_close_vs_orb_high,342.03380584716797,9
pre14_pm_high_vs_orb_high,330.9021997451782,9
ihsg_ma_100,307.26957058906555,11
pre14_orb_breakout_strength,263.114013671875,1
open_pm_to_vwap_am,238.19860076904297,4
yf_daily_range_ma_5_sum,234.6972999572754,9
vix_5d_avg,233.8771152496338,12
ihsg_close_ma5_ratio,213.98503291606903,7
pre14_am_volume,207.95241940021515,8
pre14_am_volume_to_dailyvol_10d,196.68929767608643,5
pre14_close_orb_high_hold,184.75500583648682,2
usdidr_prev_return,175.56793975830078,8
pre14_until14_turnover_to_dailyturnover_20d,175.4073008298874,6
pre14_ret_14h,166.1301407814026,6
yf_daily_range_ma_5_mean,164.03289610147476,8
pre14_orb_upper_wick_pct,157.27980041503906,4
pre14_turnover_until14_ratio_20d,154.27923965454102,7
pre14_pm_low_vs_close11,147.66485929489136,7
pre14_am_turnover_to_dailyturnover_10d,145.50908994674683,7
pre14_vol_above_vwap_pct,144.72260093688965,6
yf_daily_turnover_mean,130.15639686584473,3
pre14_am_turnover_to_dailyturnover_20d,123.53614869713783,4
tfl_churn_ratio_ma_20_sum,116.31870079040527,3
yf_daily_volume_sum,116.13660049438477,2
yf_daily_prev_close_mean,115.37840175628662,5
pre14_pm_high_vs_close11,110.77100944519043,5
pre14_pm_am_volume_ratio,106.83638095855713,4
pre14_orb_lower_wick_pct,99.25019931793213,4
localfund_netbuy_3d_sum,98.64559936523438,4
pre14_until14_turnover_to_dailyturnover_10d,95.48660087585449,5
pre14_volume_14h_ratio_to_avg_hourly,95.26321959495544,6
pre14_am_open_low_dist,89.68811130523682,4
yf_daily_close_z_5_mean,87.98718893527985,8
yf_daily_range_ma_20_mean,81.8317985534668,4
yf_daily_volume_ma_60_sum,79.25860023498535,3
pre14_volume_14h,79.13390350341797,1
pre14_until14_turnover_to_dailyturnover_5d,78.80954752117395,5
yf_daily_open_mean,76.39509963989258,2
pre14_pm_am_turnover_ratio,76.32601881027222,3
yf_daily_volume_ma_20_sum,76.28239822387695,2
yf_daily_close_z_60_sum,70.89391946792603,5
pre14_volume_until14_ratio_20d,70.74690055847168,3
yf_daily_range_ma_60_sum,70.30299758911133,2
pre14_pm_am_turnover_rate_ratio,69.8420991897583,2
pre14_am_volume_to_dailyvol_20d,68.7396011352539,3
broker_count,60.40060043334961,2
pd_tfl_net_buy_z_20,59.95819854736328,2
yf_daily_ret_oc_sum,58.673500061035156,1
pre14_until14_volume_to_dailyvol_5d,57.80187124013901,4
yf_daily_gap_open_prev_close_sum,55.402198791503906,1
yf_daily_range_ma_60_mean,54.94020080566406,1
flow_churn_ratio_sum,53.84110069274902,2
tfl_churn_ratio_ma_5_mean,53.43220138549805,2
pre14_until14_volume_to_dailyvol_10d,45.1095404624939,3
tfl_net_buy_z_60_sum,43.60849952697754,2
pre14_ret_11_to_14,43.1664400100708,3
yf_daily_turnover_sum,42.80080032348633,1
yf_daily_close_ma_60_mean,42.14900016784668,2
flow_buy_freq_mean,42.00761032104492,3
sq_flow_churn_ratio,41.86859893798828,1
tfl_net_buy_velocity_20_mean,39.95970153808594,1
yf_daily_gap_open_prev_close_mean,39.05468940734863,2
yf_daily_range_ma_20_sum,38.36159896850586,1
pre14_am_turnover_to_dailyturnover_5d,38.196099281311035,2
yf_daily_close_ma_20_mean,36.98959922790527,2
yf_daily_close_mean,36.550201416015625,1
pre14_pm_open_vs_close11,36.298601150512695,2
yf_daily_close_ma_60_sum,35.464049339294434,3
yf_daily_range_z_5_mean,34.88673996925354,7
sq_tfl_net_buy_velocity_20,33.48569869995117,1
pre14_until14_volume_to_dailyvol_20d,32.91510009765625,2
tfl_net_flow_ratio_ma_20_sum,32.77859878540039,1
localfund_buy_freq_ratio_to_ma30,32.597700119018555,2
yf_daily_close_ma_5_mean,32.235599517822266,1
flow_gross_turnover_sum,30.72800064086914,1
yp_flow_net_flow_ratio,29.679500579833984,1
pre14_am_volume_to_dailyvol_5d,29.367799758911133,1
pre14_pm_open_low_dist,29.13450050354004,2
tfl_net_buy_velocity_20_sum,28.776899337768555,2
yf_daily_volume_velocity_20_mean,27.79387092590332,2
bandar_netbuy_mean,26.80553913116455,2
localfund_abs_netbuy_sum,25.132699966430664,1
cvd_10d_norm,25.104000091552734,1
yf_daily_low_sum,24.802900314331055,1
localfund_broker_count,24.30620002746582,1
tfl_net_buy_z_20_sum,21.69230079650879,1
tfl_net_buy_z_5_sum,21.436800003051758,1
flow_net_flow_ratio_mean,20.783589363098145,2
tfl_net_buy_ma_5_mean,18.858299255371094,1
yf_daily_low_mean,18.64150047302246,1
yf_daily_range_z_20_mean,16.84000015258789,1
tfl_churn_ratio_ma_60_sum,16.66119956970215,1
localfund_netbuy_7d_sum,16.38960075378418,1
flow_gross_turnover_mean,16.075599670410156,1
cvd_5d,15.54177975654602,2
localfund_netbuy_z20,15.361200332641602,1
yf_daily_close_z_60_mean,14.075719833374023,2
localfund_buy_freq_std30,14.043999671936035,1
tfl_net_flow_ratio_ma_5_sum,13.13070011138916,1
tfl_churn_ratio_ma_60_mean,13.130499839782715,1
flow_sell_freq_mean,12.652799606323242,1
cvd_20d,12.023300170898438,1
flow_net_flow_ratio_sum,11.960200309753418,1
yf_daily_volume_ma_60_mean,11.720100402832031,1
tfl_churn_ratio_ma_5_sum,11.673399925231934,1
tfl_net_buy_z_20_mean,11.097900390625,1
yf_daily_range_pct_sum,10.364999771118164,1
flow_total_net_buy_sum,10.258399963378906,1
ctx_ticker_market_share_mean,10.01360034942627,1
yf_daily_volume_velocity_5_mean,9.544179916381836,1
localfund_buy_freq_z30,8.905790328979492,1
tfl_churn_ratio_ma_20_mean,8.018159866333008,1
buyer_broker_count,7.658380031585693,1
yf_daily_ret_cc_sum,7.060180187225342,1
yf_daily_close_ma_20_sum,6.077640056610107,1
yf_daily_volume_ma_5_mean,5.678420066833496,1
yf_daily_volume_velocity_5_sum,4.857349872589111,1
yf_daily_close_z_20_sum,4.716139793395996,1
yf_daily_volume_ma_5_sum,2.861409902572632,1
ctx_broker_market_share_sum,2.2431600093841553,1
yp_flow_churn_ratio,0.0,0
tfl_net_buy_ma_60_sum,0.0,0
tfl_net_buy_velocity_60_sum,0.0,0
tfl_net_buy_z_60_mean,0.0,0
tfl_net_buy_ma_60_mean,0.0,0
flow_total_trades_sum,0.0,0
pre14_tick_size,0.0,0
pre14_pm_am_volume_rate_ratio,0.0,0
tfl_net_buy_velocity_60_mean,0.0,0
