feature,importance_gain,importance_split
vix_prev_close,1181.7292957305908,11
ihsg_ma_5,973.6718940734863,8
ihsg_close_ma20_ratio,968.589916229248,7
yf_daily_high_mean,761.9751949310303,3
usdidr_prev_close,701.7486724853516,3
yf_daily_low_mean,684.625,2
ihsg_prev_return,658.5561065673828,8
yf_daily_ret_cc_mean,554.3348083496094,5
ihsg_prev_close,444.88460540771484,2
ihsg_ma_20,444.1864929199219,3
nasdaq_prev_return,390.3503952026367,7
yf_daily_open_mean,310.15899658203125,1
yf_daily_volume_velocity_20_mean,289.5795955657959,4
ihsg_close_ma5_ratio,275.1603012084961,3
ihsg_ma_200,267.5432195663452,3
nikkei_prev_return,240.29230308532715,4
usdidr_prev_return,231.0473403930664,4
yf_daily_range_pct_sum,208.61970329284668,4
yf_daily_range_pct_mean,187.24919891357422,3
ihsg_ma_100,135.92230224609375,2
usdidr_5d_return,93.7782974243164,1
yf_daily_volume_velocity_20_sum,90.83999633789062,1
yf_daily_close_mean,83.3208999633789,1
yf_daily_volume_velocity_60_mean,80.62301397323608,2
yf_daily_close_z_5_sum,78.59919929504395,3
yf_daily_close_z_20_sum,68.26769828796387,3
yf_daily_volume_sum,64.61669921875,1
yf_daily_volume_ma_20_sum,57.50080108642578,1
yf_daily_range_ma_5_sum,55.18623948097229,3
yf_daily_close_ma_60_sum,54.16189956665039,2
yf_daily_close_z_20_mean,53.46379852294922,1
yf_daily_range_z_5_mean,52.4424991607666,2
pd_present,41.14310073852539,1
flow_buy_freq_mean,35.10820007324219,1
tfl_churn_ratio_ma_20_mean,31.853501319885254,2
yf_daily_close_ma_20_mean,28.713699340820312,1
localfund_buy_freq_mean,28.65839958190918,1
yf_daily_range_ma_20_mean,27.747800827026367,1
yf_daily_open_sum,27.52739906311035,1
yf_daily_close_ma_5_sum,24.880300521850586,1
yf_daily_close_ma_60_mean,24.843700408935547,1
sq_flow_total_net_buy,22.277000427246094,1
yf_daily_volume_mean,21.383899688720703,1
yf_daily_range_ma_20_sum,20.81730079650879,1
