feature,importance_gain,importance_split
close_ret_last1h,92936.23300409317,840
close_range_pct,27461.22623899579,436
close_vs_open_day,21699.008034691215,455
close_to_vwap,15468.146791934967,510
last_hour_above_vwap,14824.690998077393,224
vix_prev_close,13145.508447378874,449
overnight_positive_rate60,12210.163312762976,276
nikkei_prev_return,11945.410797834396,494
nasdaq_prev_return,11519.347885668278,463
ihsg_ma_200,9750.014918088913,322
ihsg_close_ma20_ratio,9190.319637656212,314
vol_above_vwap_pct,9173.771869137883,253
ihsg_prev_close,9092.693929195404,268
ihsg_prev_return,8633.758315324783,322
close_drive,8475.687489554286,362
usdidr_prev_close,8292.189848780632,270
vwap_trend,8284.927069872618,313
usdidr_5d_return,8280.039770364761,359
usdidr_prev_return,8268.528156518936,330
yf_daily_ret_cc_mean,8063.587542295456,145
ihsg_ma_5,7379.91263461113,250
open_pm_to_vwap_am,6101.521086022258,255
vix_5d_avg,6026.786686420441,264
ihsg_close_ma5_ratio,6010.944573312998,271
overnight_positive_rate20,5998.155245304108,131
ihsg_ma_20,5089.583253622055,213
yf_daily_ret_cc_sum,4370.125414133072,93
yf_daily_ret_oc_sum,4315.489914178848,106
gap_up2_followthrough_freq_20d,4166.500682353973,114
yf_daily_ret_oc_mean,3824.853214263916,130
ihsg_ma_100,3724.7050211429596,152
overnight_positive_rate5,3462.8253016471863,91
gap_up2_followthrough_freq_60d,3167.2130324840546,170
overnight_p10_20d,2745.9364745616913,175
overnight_p10_60d,2606.5045850276947,169
overnight_ret_ma60,2594.2033385038376,187
overnight_ret_ma5,2385.7534930706024,176
overnight_ret_ma20,2373.9124163985252,167
overnight_worst_60d,2232.221058472991,161
overnight_worst_20d,2211.5483736991882,167
yf_daily_close_z_20_mean,2205.6542499661446,124
gap_up2_freq_60d,2145.7278800308704,153
overnight_worst_5d,1959.8602358102798,137
overnight_p10_5d,1899.8912000656128,142
gapdown_freq_60d,1897.4247691631317,133
gap_up2_down2_edge_60d,1856.0614351034164,145
gap_down2_freq_20d,1850.7703580260277,106
yf_daily_close_z_60_mean,1815.606963634491,99
gap_down2_freq_60d,1795.4914155006409,134
gap_up2_freq_20d,1774.368047595024,92
yf_daily_range_ma_5_mean,1773.6779401302338,99
yf_daily_close_ma_60_mean,1615.649838924408,81
yf_daily_volume_velocity_20_mean,1537.7120096683502,95
yf_daily_gap_open_prev_close_mean,1497.133348941803,65
gap_up2_freq_5d,1426.5313165187836,66
gap_up2_down2_edge_20d,1406.413054227829,107
yf_daily_volume_velocity_5_mean,1394.8689439296722,83
yf_daily_high_mean,1267.0042548179626,53
gap_down2_freq_5d,1190.4417929649353,49
ctx_broker_market_share_mean,1147.0198665857315,73
yf_daily_range_pct_mean,1121.888623714447,72
yf_daily_close_ma_20_mean,1098.111032485962,57
yf_daily_range_ma_5_sum,1075.4425912499428,51
yf_daily_range_z_5_mean,1072.5498415231705,81
yf_daily_volume_velocity_60_mean,1055.3021688461304,71
yf_daily_range_ma_20_mean,1053.7843790054321,64
yf_daily_close_z_5_mean,1011.1731190681458,73
yf_daily_close_z_5_sum,992.9981173872948,60
yf_daily_close_z_20_sum,977.8530507087708,57
localfund_netbuy_std20,976.9744575023651,52
gapdown_freq_20d,972.4112982749939,63
gapdown_severe_freq_60d,940.4548847675323,71
yf_daily_volume_velocity_60_sum,938.2669839859009,44
yf_daily_range_ma_20_sum,884.5301995426416,39
tfl_net_buy_z_20_mean,882.0650390386581,65
gap_up2_followthrough_freq_5d,868.3287901878357,47
flow_total_net_buy_mean,862.2566909790039,63
tfl_net_flow_ratio_ma_5_mean,847.541818857193,62
tfl_churn_ratio_ma_5_mean,843.1666624546051,64
tfl_net_flow_ratio_ma_20_sum,825.5651721954346,47
yf_daily_range_z_5_sum,821.040577031672,58
localfund_buy_freq_z30,816.9334019422531,57
flow_churn_ratio_mean,811.3481183052063,47
yf_daily_close_ma_60_sum,806.8291712999344,40
yf_daily_range_ma_60_mean,761.239832162857,52
tfl_net_buy_z_5_mean,753.7415683269501,61
localfund_buy_freq_ma30,745.9168367385864,45
ctx_broker_ticker_specificity_mean,729.4907783865929,46
yf_daily_open_mean,721.1495313644409,35
cvd_20d,713.4213697910309,51
yf_daily_close_ma_5_mean,712.4897742271423,33
flow_net_buy_per_trade_mean,710.7787981033325,43
tfl_net_buy_ma_5_mean,709.9007705450058,54
localfund_netbuy_3d_sum,708.0422191619873,51
flow_net_flow_ratio_sum,703.3979411125183,46
flow_net_buy_per_trade_sum,685.1081402301788,47
yf_daily_close_mean,683.9115009307861,27
localfund_netbuy_7d_sum,676.2426428794861,51
yf_daily_gap_open_prev_close_sum,671.2443935871124,38
