feature,importance_gain,importance_split
ihsg_prev_close,697.5139923095703,4
ihsg_ma_100,337.7577018737793,4
ihsg_prev_return,319.3962097167969,2
usdidr_5d_return,146.37570190429688,2
usdidr_prev_return,132.40789794921875,2
vix_5d_avg,93.08979797363281,1
nikkei_prev_return,65.92199993133545,3
ihsg_close_ma5_ratio,25.03849983215332,1
nasdaq_prev_return,0.0,0
usdidr_prev_close,0.0,0
ihsg_ma_5,0.0,0
ihsg_ma_20,0.0,0
vix_prev_close,0.0,0
ihsg_ma_200,0.0,0
ihsg_close_ma20_ratio,0.0,0
overnight_ret_ma5,0.0,0
overnight_ret_ma20,0.0,0
overnight_ret_ma60,0.0,0
overnight_positive_rate5,0.0,0
overnight_positive_rate20,0.0,0
overnight_positive_rate60,0.0,0
gapdown_freq_5d,0.0,0
gapdown_freq_20d,0.0,0
gapdown_freq_60d,0.0,0
gapdown_severe_freq_5d,0.0,0
gapdown_severe_freq_20d,0.0,0
gapdown_severe_freq_60d,0.0,0
gap_up2_freq_5d,0.0,0
gap_up2_freq_20d,0.0,0
gap_up2_freq_60d,0.0,0
gap_down2_freq_5d,0.0,0
gap_down2_freq_20d,0.0,0
gap_down2_freq_60d,0.0,0
gap_up2_down2_edge_5d,0.0,0
gap_up2_down2_edge_20d,0.0,0
gap_up2_down2_edge_60d,0.0,0
gap_up2_followthrough_freq_5d,0.0,0
gap_up2_followthrough_freq_20d,0.0,0
gap_up2_followthrough_freq_60d,0.0,0
overnight_worst_5d,0.0,0
overnight_worst_20d,0.0,0
overnight_worst_60d,0.0,0
overnight_p10_5d,0.0,0
overnight_p10_20d,0.0,0
overnight_p10_60d,0.0,0
