date,positions,baseline_net_pct,half_kelly_net_pct,baseline_equity,half_kelly_equity
2026-03-16,3,7.820687119215148,14.771598819634251,1.0782068711921515,1.1477159881963426
2026-03-17,3,5.264498983515048,9.943508260264064,1.1349690609662517,1.2618392222870172
2026-03-25,3,5.378264954392938,10.158387753014187,1.1960107042154022,1.390021743306551
2026-03-26,3,0.027014975601525985,0.05102548863353541,1.1963338062153377,1.3907310086931854
2026-03-27,3,0.39304162684199867,0.742371244703246,1.2010358960697471,1.401055395792895
2026-03-30,3,0.4693336774558181,0.8864705479506143,1.2066727620083355,1.413475339237072
2026-03-31,3,-0.002325362654057722,-0.0043921107841669756,1.206644702490571,1.4134132578342657
2026-04-01,3,1.5028892378739227,2.838635090985121,1.2247792358636775,1.4535349025517852
2026-04-02,3,4.433503526024572,8.373936260787422,1.2790798664717105,1.5752529888197702
2026-04-06,3,7.777108103338913,14.689287415320862,1.3785552904152585,1.8066464278659387
2026-04-07,3,1.3409556769608886,2.5327773625299,1.3970411058421266,1.8524047596118822
2026-04-08,3,5.758881309471781,10.877290327137414,1.4774950449721067,2.053896203348579
2026-04-09,3,1.3376258643961647,2.526488061525922,1.4972584008388254,2.105787645722315
2026-04-10,3,2.6603134070864103,5.0247608406968824,1.5370901668150683,2.2115984387328025
2026-04-13,3,6.463490044083565,12.208144943085781,1.6364398367157478,2.481593581692325
2026-04-14,3,-4.023100121360805,-7.598772345456979,1.57060422365884,2.2930229348800535
2026-04-15,3,-1.244884194081292,-2.3513189584955527,1.5510520199269378,2.2391066518895677
2026-04-16,3,-0.2588921211924662,-0.48899163123700395,1.5470364684517504,2.228157607747357
2026-04-17,3,-5.602597986071754,-10.582104684204287,1.460362234426477,1.9923716371664697
2026-04-21,3,-1.7217234869959976,-3.2519660025472232,1.4352188348411368,1.9275803888814225
2026-04-22,3,0.3838734435230407,0.7250545148778363,1.4407282588045327,1.941556397518907
2026-04-23,3,-7.271668238775445,-13.734620032139432,1.3359632796019811,1.6748910036099904
2026-04-24,3,-6.69793287099375,-12.650957106834094,1.2464813559531138,1.4630012611570675
2026-04-27,3,-1.4988469302234642,-2.83100003974117,1.2277985084136027,1.421583694872297
2026-04-28,3,3.44292749046565,6.502950812249416,1.2700707207873017,1.5140285833048002
2026-04-29,3,-2.652934158798882,-5.010823025050732,1.236376580794632,1.4381632904467139
2026-04-30,3,-1.5745032981668052,-2.9738986749088974,1.2169097907522586,1.395393771409093
2026-05-04,3,1.1967266111342159,2.2603596240312354,1.2314728740516885,1.4269346888142709
2026-05-05,3,-0.7328646271894611,-1.3842239303175126,1.2224478449643303,1.407182717381702
2026-05-06,3,0.053832127991503824,0.10167733169428972,1.223105914652861,1.4086135032207987
