horizon_days,n_paths,block_size_days,mean_terminal_return,median_terminal_return,p05_terminal_return,p25_terminal_return,p75_terminal_return,p95_terminal_return,prob_terminal_negative,mean_max_drawdown,median_max_drawdown,p95_worst_max_drawdown,prob_maxdd_le_minus_20pct,prob_maxdd_le_minus_25pct,prob_maxdd_le_minus_30pct
100,10000,5,2.4717254972409277,2.0340762200532305,0.7270467622848685,1.3213272434033523,3.1259044803685243,5.729780689281168,0.1288,-0.35089051937900473,-0.3332449985010454,-0.5779073170548965,0.9267,0.7864,0.6179
252,10000,5,9.458516034091279,5.781803611268132,1.1341018632051358,2.9721110547437672,11.240033613534372,29.635406393661174,0.0398,-0.46432404940782523,-0.45175290111524313,-0.6855801050261312,0.999,0.9851,0.9345
