feature,importance_gain,importance_split
close_ret_last1h,90965.58329656906,711
close_range_pct,26233.029803693295,388
close_vs_open_day,20531.823987960815,371
last_hour_above_vwap,14222.158987045288,199
close_to_vwap,14066.369183659554,441
overnight_positive_rate60,11410.510968662798,220
vix_prev_close,11309.502668857574,359
nikkei_prev_return,10622.04242014885,417
nasdaq_prev_return,9127.740356042981,348
ihsg_ma_200,9058.469963343814,271
vol_above_vwap_pct,8827.539938688278,204
ihsg_close_ma20_ratio,8816.98027420044,273
ihsg_prev_close,8624.429848194122,225
usdidr_prev_close,7889.624833188951,230
yf_daily_ret_cc_mean,7847.592201709747,134
vwap_trend,7630.455886006355,262
usdidr_5d_return,7535.105790376663,313
close_drive,7490.302348852158,296
usdidr_prev_return,7129.671920657158,263
ihsg_prev_return,6966.271542906761,262
overnight_positive_rate20,6868.054228067398,127
ihsg_ma_5,6230.357020378113,189
open_pm_to_vwap_am,5569.244833280332,198
vix_5d_avg,5236.040140390396,202
ihsg_close_ma5_ratio,5195.712779909372,214
yf_daily_ret_cc_sum,4301.915703058243,87
gap_up2_followthrough_freq_20d,4066.6509442329407,82
ihsg_ma_20,3954.7194335460663,151
yf_daily_ret_oc_sum,3845.6831221580505,92
ihsg_ma_100,3461.3606803417206,136
yf_daily_ret_oc_mean,3435.326422214508,103
overnight_positive_rate5,2827.789309501648,75
gap_up2_followthrough_freq_60d,2599.7542843818665,133
overnight_ret_ma60,2266.742565870285,159
overnight_worst_60d,1967.2163938879967,122
gap_down2_freq_60d,1800.0970258712769,112
overnight_ret_ma20,1791.8925887346268,133
yf_daily_range_ma_5_mean,1781.3268847465515,92
gap_up2_freq_60d,1761.462010383606,118
overnight_ret_ma5,1729.7450306415558,125
overnight_worst_5d,1673.4794023036957,118
gap_up2_freq_20d,1669.1629794836044,85
gapdown_freq_60d,1664.8767154216766,94
overnight_worst_20d,1656.946571111679,117
yf_daily_close_z_20_mean,1602.7038865089417,84
overnight_p10_20d,1594.0934947878122,99
overnight_p10_60d,1566.6400920152664,100
gap_up2_down2_edge_60d,1425.3483543246984,98
yf_daily_close_z_60_mean,1404.750759601593,73
gap_up2_freq_5d,1382.2017526626587,51
yf_daily_close_ma_60_mean,1358.038479924202,72
overnight_p10_5d,1328.3616950511932,96
yf_daily_volume_velocity_5_mean,1326.8282577991486,75
yf_daily_volume_velocity_20_mean,1207.9286749362946,71
yf_daily_gap_open_prev_close_mean,1174.8879384994507,46
gapdown_severe_freq_60d,1173.871794462204,77
gap_down2_freq_5d,1148.8807411193848,45
yf_daily_high_mean,1135.995057106018,47
gap_down2_freq_20d,1073.4526320695877,61
gap_up2_down2_edge_20d,1053.7794635295868,80
yf_daily_range_z_5_mean,1044.8045086860657,74
yf_daily_range_pct_mean,915.5821692943573,55
yf_daily_range_ma_5_sum,888.0115070343018,32
yf_daily_range_ma_20_sum,866.6901259422302,31
ctx_broker_market_share_mean,853.2179796099663,55
tfl_net_flow_ratio_ma_5_mean,825.5665304660797,60
yf_daily_range_ma_60_mean,807.9429700374603,49
gapdown_freq_20d,800.452666759491,45
gap_up2_followthrough_freq_5d,791.4314110279083,45
yf_daily_volume_velocity_60_mean,776.5867309570312,52
yf_daily_close_z_20_sum,769.8012895584106,42
localfund_netbuy_std20,766.3500366210938,37
yf_daily_close_z_5_sum,756.2731909751892,45
yf_daily_range_ma_20_mean,750.9736063480377,49
yf_daily_close_ma_5_mean,720.1627531051636,33
yf_daily_close_z_5_mean,717.6626349687576,50
yf_daily_close_ma_20_mean,682.8597097396851,33
yf_daily_volume_velocity_60_sum,675.6861429214478,31
localfund_netbuy_3d_sum,666.540958404541,47
yf_daily_turnover_mean,659.217565536499,33
flow_churn_ratio_mean,652.3854188919067,34
flow_total_net_buy_mean,641.4232790470123,45
yf_daily_gap_open_prev_close_sum,632.0768437385559,37
cvd_20d,630.0776211023331,45
yf_daily_close_ma_60_sum,620.5434634685516,31
ctx_broker_ticker_specificity_mean,620.34004175663,35
yf_daily_open_mean,617.5401475429535,29
tfl_net_flow_ratio_ma_20_sum,614.5788173675537,32
flow_net_buy_per_trade_mean,607.8781785964966,35
tfl_churn_ratio_ma_5_mean,595.9330315589905,43
localfund_buy_freq_z30,578.0352867841721,38
yf_daily_close_z_60_sum,573.6722617149353,31
yf_daily_volume_mean,554.3077321052551,34
yf_daily_close_mean,530.8486032485962,22
yf_daily_volume_ma_5_sum,529.4315004348755,21
gapdown_severe_freq_20d,518.5475668907166,27
flow_sell_freq_mean,512.7977747917175,33
flow_buy_freq_sum,510.73856925964355,27
yf_daily_turnover_sum,508.3844208717346,23
flow_net_buy_per_trade_sum,506.38756942749023,30
yf_daily_range_z_5_sum,504.20658391714096,35
localfund_buy_freq_ratio_to_ma30,502.95621156692505,36
total_retail_net_buy,501.24969577789307,22
ctx_broker_market_share_sum,500.2386580109596,20
localfund_buy_freq_ma30,493.3415689468384,32
tfl_net_buy_ma_5_sum,491.31146717071533,36
yf_daily_prev_close_mean,490.0285439491272,25
flow_total_trades_mean,487.7285633087158,28
